Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
86	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	1289999	52794074000000.0	29174943000000.0	203899850000000.0	56518.305	6504218400000.0	5954940000000.0	39858570000000.0	1361485300.0	490875.9	117480.49	1494038.5	39239.27	-6159050700000.0	2.8898852e+27	101819.65556073189
87	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1304999	46450386000000.0	18820152000000.0	203689030000000.0	2495880000.0	5532610500000.0	5228397000000.0	39758395000000.0	1786204400.0	386033.1	118091.016	1304354.8	70655.375	-4831231000000.0	2.071947e+27	102936.99221873283
88	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1319999	42847718000000.0	11597470000000.0	149208940000000.0	2299319800.0	5331580000000.0	4863899500000.0	39620180000000.0	1697416600.0	203535.6	52673.27	729785.2	74398.18	-4577302700000.0	1.6461963e+27	104016.55811190605
89	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1334999	41323755000000.0	11630922000000.0	149207000000000.0	2103956000.0	5506006000000.0	4875187400000.0	39586880000000.0	1587147900.0	190673.1	48197.836	633259.5	68482.64	-4811768500000.0	1.5171021e+27	105025.27360391617
90	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1349999	40001190000000.0	11540787000000.0	149205690000000.0	1531660400.0	5491905300000.0	4856673700000.0	39457395000000.0	1537519700.0	213738.67	52837.016	697678.0	38627.355	-4947821000000.0	1.412299e+27	105965.02598309517
91	0.019607844	0.13864838	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	1364999	39111465000000.0	11150211000000.0	149203300000000.0	35077.41	5432554000000.0	4899038300000.0	39412350000000.0	1480085000.0	201034.28	48073.992	648115.3	63659.883	-5202893600000.0	1.3222917e+27	106943.86621451378
92	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1379999	38814340000000.0	10818970000000.0	149201460000000.0	31992.418	5422709000000.0	4958974400000.0	39337815000000.0	1465275100.0	200370.72	44928.11	643413.6	54393.11	-5426957500000.0	1.2783338e+27	107934.18357181549
93	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1394999	39337250000000.0	10399508000000.0	149200180000000.0	28474.336	5737703500000.0	4952048500000.0	39260320000000.0	1485168600.0	227015.19	54216.023	1696231.0	62760.008	-5626544500000.0	1.2919137e+27	108967.45887422562
94	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1409999	40612420000000.0	9188273000000.0	149197700000000.0	27850.596	6199555000000.0	4805019000000.0	39163670000000.0	1390567400.0	331781.9	75397.67	1023067.9	98698.305	-5493659500000.0	1.3808433e+27	110068.0956068039
95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	1424999	39914993000000.0	8867455000000.0	144576790000000.0	28100.285	6440160000000.0	4736414600000.0	39093480000000.0	1270026000.0	346770.12	93518.15	1170980.8	95256.06	-5707188000000.0	1.3116578e+27	111055.57393074036
96	0.019607844	0.13864839	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	1439999	39541520000000.0	8872095000000.0	144576180000000.0	4339545.0	6429585000000.0	4719059000000.0	40500107000000.0	1202672900.0	306343.56	74772.68	866222.06	28551.393	-6127403000000.0	1.2587431e+27	112021.60782265663
97	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	1454999	39941270000000.0	9082623000000.0	144575410000000.0	5364526.5	6179504000000.0	4793988000000.0	40452450000000.0	1172086100.0	333642.22	91985.08	1081100.4	47968.105	-5787690000000.0	1.3159038e+27	113002.37047600746
98	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	1469999	40171410000000.0	9205026000000.0	144574770000000.0	5533308.0	5861734000000.0	4831490600000.0	40433443000000.0	1209425400.0	497111.0	133909.73	1449105.9	44923.184	-5582104300000.0	1.350009e+27	113982.65778374672
99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	1484999	40196133000000.0	9339470000000.0	144574070000000.0	6153970.5	5691937000000.0	4865760000000.0	62318096000000.0	1156744300.0	457955.72	130864.17	1406131.1	91857.97	-5492742600000.0	1.361097e+27	114924.59618878365
100	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	1499999	39201576000000.0	9725562000000.0	144573160000000.0	7133216.5	5612112000000.0	5037517400000.0	62336656000000.0	237594000.0	362051.62	109558.51	1751138.1	93099.13	-5382569700000.0	1.2997957e+27	115855.56548047066
101	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	1514999	39517898000000.0	10152620000000.0	144572530000000.0	7366268.5	5458071400000.0	5143051400000.0	62271200000000.0	243891710.0	444823.22	114807.29	1348605.6	124067.46	-5571742000000.0	1.315862e+27	116844.3182849884
102	0.03846154	0.19230768	1.0	0.0	0.2	0.4	1.0	0.0	288.5	240.2	1529999	40909975000000.0	10391519000000.0	144571990000000.0	7973096.5	5248388000000.0	5130209000000.0	62227390000000.0	309206700.0	360081.88	101597.836	1228788.2	87757.52	-5161978000000.0	1.4470227e+27	117796.0189063549
103	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1544999	43392415000000.0	15755362000000.0	203589150000000.0	8565117.0	5167448000000.0	5338500700000.0	62145794000000.0	348776060.0	351969.6	102695.07	1099353.0	86705.516	-3949311300000.0	1.8369682e+27	118782.69887638092
104	0.019607844	0.13864838	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	1559999	50399625000000.0	27704210000000.0	203885750000000.0	9129959.0	5812027000000.0	5860036700000.0	62082550000000.0	252199020.0	400319.9	113508.79	3539590.5	63678.25	-3765758000000.0	2.8545787e+27	119776.67328810692
105	0.03846154	0.19230767	1.0	0.0	0.1	0.29999998	1.0	0.0	288.5	270.1	1574999	53372577000000.0	31887517000000.0	203882580000000.0	9795507.0	6400469000000.0	5992427000000.0	62063913000000.0	251380940.0	403717.1	135428.3	2141613.8	55507.934	-5982603000000.0	3.102438e+27	120886.55665016174
106	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1589999	52428280000000.0	32202060000000.0	203879980000000.0	10344188.0	6498568600000.0	5985336000000.0	62099210000000.0	266432900.0	485694.7	117650.016	1376060.0	54195.875	-6363490000000.0	2.9963513e+27	122010.59803318977
107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	1604999	52015003000000.0	32301872000000.0	203875870000000.0	8447070.0	6428355000000.0	6018499000000.0	62131670000000.0	298630980.0	458349.75	106909.64	1202196.8	88698.48	-6372284000000.0	2.9627227e+27	123010.90615177155
108	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1619999	51414043000000.0	32637578000000.0	203871610000000.0	8685353.0	6211126000000.0	6137854300000.0	62131953000000.0	290537380.0	408215.3	113912.8	1247691.0	53436.152	-5214346700000.0	3.0479862e+27	123943.15742349625
109	0.05357143	0.22517	1.0	0.0	0.0	0.0	0.0	0.0	269.4643	300.0	1634999	51975270000000.0	32689711000000.0	203867600000000.0	9038117.0	6106389000000.0	6198293700000.0	62131090000000.0	331039420.0	530963.2	141018.58	2142301.8	65226.035	-6277768400000.0	2.9758438e+27	124932.71500563622
110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	1649999	52445913000000.0	32695013000000.0	203865190000000.0	9403887.0	6116163000000.0	6190931600000.0	62134352000000.0	373962460.0	761483.5	177390.8	2280486.8	79448.88	-6372855000000.0	3.0189944e+27	125915.43991708755
111	0.056603774	0.23108391	1.0	0.0	0.1	0.29999998	1.0	0.0	283.07547	270.1	1664999	52773600000000.0	32676367000000.0	203861830000000.0	9748385.0	6432190600000.0	6147118500000.0	62117640000000.0	443189280.0	728303.2	159514.34	2020826.5	69524.74	-6606756000000.0	3.031236e+27	126899.96323871613
112	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1679999	52554164000000.0	32696470000000.0	203856280000000.0	10108427.0	6724276700000.0	6110338600000.0	62113150000000.0	503253380.0	733836.7	151069.38	1926427.2	74127.78	-6504780400000.0	3.007454e+27	127859.33246278763
113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	1694999	52747540000000.0	32526910000000.0	203854480000000.0	10458629.0	7015479400000.0	5891049000000.0	62043734000000.0	484635500.0	697259.4	166198.34	2061652.9	121857.13	-6474585000000.0	3.0562527e+27	128822.20981812477
114	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	1709999	52747966000000.0	32392618000000.0	203849850000000.0	10804841.0	7285086600000.0	5597682500000.0	45592110000000.0	963772300.0	417890.84	115883.63	1614756.4	94467.01	-6705302700000.0	3.0291457e+27	129885.28160071373
115	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1724999	51001380000000.0	33157106000000.0	203846850000000.0	11155584.0	7358598600000.0	5641632500000.0	45527446000000.0	953105340.0	438527.22	104834.445	1236346.8	64218.723	-6993925400000.0	2.8789178e+27	130964.64883589745
116	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	1739999	50292725000000.0	32941588000000.0	203843280000000.0	11518505.0	7315856600000.0	5629179000000.0	45595970000000.0	1002659700.0	514502.06	120055.43	1738489.4	85584.984	-7269144000000.0	2.7651823e+27	132102.16812682152
117	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1754999	45123723000000.0	25855460000000.0	203840070000000.0	11857868.0	6591414300000.0	5307208000000.0	45600140000000.0	578624400.0	536353.94	129596.234	1791557.6	102139.86	-5933783000000.0	2.1320835e+27	133199.35192346573
118	0.018518519	0.13481686	1.0	0.0	0.0	0.0	0.0	0.0	279.72223	300.0	1769999	38311890000000.0	14444449000000.0	198125600000000.0	12222713.0	5603939300000.0	4989607000000.0	45508773000000.0	549208640.0	432776.22	106229.66	1446612.1	82644.164	-4350636500000.0	1.3943289e+27	134213.0136373043
119	0.056603774	0.23108391	1.0	0.0	0.1	0.29999998	1.0	0.0	280.5849	270.1	1784999	37617080000000.0	13271995000000.0	196709150000000.0	12623971.0	5143141500000.0	5005033000000.0	61728356000000.0	552895040.0	579359.4	157503.06	2394377.5	59926.504	-4842894000000.0	1.2769735e+27	135164.30271148682
120	0.019607844	0.13864839	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	1799999	37028083000000.0	13647733000000.0	196703460000000.0	12907016.0	4720969000000.0	5190824500000.0	61704923000000.0	574332600.0	692399.5	182367.19	2387118.8	75178.17	-4307344200000.0	1.2801853e+27	136073.6137933731
121	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1814999	40219085000000.0	20331025000000.0	196697760000000.0	13240046.0	5006675700000.0	5611925300000.0	61636535000000.0	569879550.0	615591.8	173515.75	2332219.5	99828.91	-4351092600000.0	1.6641689e+27	137030.95045113564
122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	1829999	42106510000000.0	21948059000000.0	196691700000000.0	13599184.0	5346189000000.0	5792788000000.0	61559657000000.0	576247900.0	597883.4	172350.94	2297311.2	100914.086	-5419578700000.0	1.7603372e+27	138017.22678685188
123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	1844999	42572840000000.0	22979793000000.0	205384560000000.0	13925456.0	5508973500000.0	5857590400000.0	61512756000000.0	608092160.0	484156.06	135325.77	1896414.0	97741.67	-5106667000000.0	1.8478416e+27	139144.49292850494
124	0.0	0.0	0.0	0.0	0.1	0.29999998	1.0	0.0	300.0	270.1	1859999	42531690000000.0	23350663000000.0	205382300000000.0	14281358.0	5378783000000.0	5880396000000.0	61450050000000.0	691871360.0	489356.6	141888.75	2014065.8	106841.67	-5184366000000.0	1.8494286e+27	140219.90039467812
125	0.0	0.0	0.0	0.0	0.1	0.29999998	1.0	0.0	300.0	270.1	1874999	42617077000000.0	23389364000000.0	205376980000000.0	14631491.0	5077794000000.0	5829865000000.0	61400980000000.0	779412300.0	395382.12	113995.34	1692613.2	88648.266	-4715906600000.0	1.9076447e+27	141160.05499315262
126	0.019607844	0.13864839	1.0	0.0	0.2	0.4	1.0	0.0	292.92157	240.2	1889999	41884560000000.0	23939620000000.0	205373260000000.0	15018282.0	4721140600000.0	5874886000000.0	61338910000000.0	716726460.0	386567.75	114879.41	1708403.1	94129.49	-2557386000000.0	2.0631606e+27	142083.19143486023
127	0.03846154	0.19230768	1.0	0.0	0.1	0.29999998	1.0	0.0	288.5	270.1	1904999	41650357000000.0	24775960000000.0	205369110000000.0	15299494.0	4471094500000.0	5939555000000.0	61252877000000.0	584765400.0	530720.9	152160.27	2193406.2	126495.18	-2454833900000.0	2.0987504e+27	143041.3942759037
128	0.03846154	0.19230768	1.0	0.0	0.1	0.29999998	1.0	0.0	288.5	270.1	1919999	41331095000000.0	25004840000000.0	205361920000000.0	15661546.0	4202803000000.0	5879381000000.0	61181030000000.0	657443000.0	470417.78	144858.12	2232740.5	82689.19	-3341607800000.0	1.9874808e+27	143980.2509200573
129	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	1934999	41559950000000.0	24771182000000.0	205358600000000.0	15996488.0	4375558000000.0	5827716400000.0	61128378000000.0	623797100.0	377978.03	118126.234	1729481.6	67677.81	-3927855900000.0	1.9367417e+27	144906.08402848244
130	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	1949999	40661403000000.0	24730852000000.0	205356280000000.0	16359698.0	4385266700000.0	5804030700000.0	61103325000000.0	652569500.0	524440.8	175862.7	2043478.6	100905.19	-3992057800000.0	1.864666e+27	145823.73237252235
131	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	1964999	41171850000000.0	24732424000000.0	205350050000000.0	16661215.0	4765423000000.0	5763982400000.0	61039410000000.0	894836500.0	694175.7	213706.0	2899600.8	160232.83	-4178127000000.0	1.9019781e+27	146791.37734603882
132	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1979999	42103036000000.0	24208107000000.0	205346780000000.0	17013896.0	5054074000000.0	5731117000000.0	60986262000000.0	824361400.0	697161.5	198664.02	2813940.5	191539.75	-4421615000000.0	1.937756e+27	147787.87828826904
133	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	1994999	41932900000000.0	24092816000000.0	205342990000000.0	17322354.0	5296734000000.0	5581522000000.0	60921796000000.0	792065600.0	593367.1	165430.02	2374774.5	203027.34	-5134772000000.0	1.8611748e+27	148897.18657255173
134	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2009999	41489690000000.0	21527120000000.0	205339630000000.0	17663972.0	5287634300000.0	5218253700000.0	60824387000000.0	868416830.0	513351.12	131934.36	1982065.6	205754.88	-5591556000000.0	1.7163494e+27	149901.58799672127
135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2024999	39720935000000.0	16784475000000.0	205334900000000.0	17989870.0	4823906000000.0	4705238000000.0	46495143000000.0	992022900.0	538868.0	142793.42	1988718.1	286748.06	-5051783000000.0	1.5087495e+27	150917.87147784233
136	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2039999	39373380000000.0	15895477000000.0	205329940000000.0	18329264.0	4854446600000.0	4647253000000.0	46477500000000.0	1117299600.0	548123.44	145056.17	2183232.0	284061.1	-4904774500000.0	1.4739865e+27	151908.7978465557
137	0.056603774	0.23108391	1.0	0.0	0.1	0.29999998	1.0	0.0	283.07547	270.1	2054999	38562520000000.0	13933216000000.0	192532400000000.0	18668108.0	4949595000000.0	4574753600000.0	46383750000000.0	1211252200.0	666054.06	182478.86	2654488.0	221459.3	-4692411000000.0	1.385857e+27	152841.45788502693
138	0.0	0.0	0.0	0.0	0.1	0.29999998	1.0	0.0	300.0	270.1	2069999	38213746000000.0	13729288000000.0	192531790000000.0	19024332.0	4895104600000.0	4559431000000.0	46287130000000.0	1235416000.0	741995.25	185128.98	2855069.2	208906.1	-4714671400000.0	1.3539968e+27	153761.1532075405
139	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	2084999	38768002000000.0	13381445000000.0	192529830000000.0	19314958.0	4975264500000.0	4498860000000.0	46206642000000.0	1274017200.0	564849.1	173265.48	2457563.2	187142.05	-5342605300000.0	1.3421582e+27	154750.0874941349
140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2099999	40371866000000.0	12458899000000.0	192528220000000.0	19644620.0	5069171300000.0	4363559400000.0	40430380000000.0	72392320000.0	507810.78	122244.35	1897608.6	230273.75	-5363691700000.0	1.432186e+27	155733.64529561996
141	0.037037037	0.18885258	1.0	0.0	0.0	0.0	0.0	0.0	279.1111	300.0	2114999	42202370000000.0	11375044000000.0	192526940000000.0	18946750.0	5128165000000.0	4333302000000.0	40366342000000.0	1712911500.0	494676.8	122956.69	5812261.5	134072.11	-4785539400000.0	1.5890033e+27	156678.99359560013
142	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2129999	42906165000000.0	12011705000000.0	192524780000000.0	19006074.0	4937097400000.0	4356133600000.0	40242753000000.0	1622601700.0	703213.56	191648.27	2821041.2	119481.945	-2437841000000.0	1.8339434e+27	157630.7918305397
143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2144999	44174477000000.0	12507358000000.0	192523600000000.0	19523312.0	4964276500000.0	4227100600000.0	40159220000000.0	1546545000.0	685666.9	184026.5	2752051.8	160826.06	-2621688800000.0	1.9335157e+27	158619.41059541702
144	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2159999	48222060000000.0	18603682000000.0	194218820000000.0	19693458.0	5482164500000.0	5076154300000.0	52559660000000.0	1548154500.0	652577.06	184301.25	2295926.2	165492.7	-4915269700000.0	2.2255219e+27	159678.66876363754
145	0.056603774	0.23108394	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	2174999	53999055000000.0	25257893000000.0	242916300000000.0	20199966.0	6219786400000.0	5659736700000.0	52700717000000.0	1606308200.0	738076.7	192093.0	2321862.8	134505.6	-5832107000000.0	2.888458e+27	160766.30519652367
146	0.019607844	0.13864838	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	2189999	60097523000000.0	29506142000000.0	242915830000000.0	20516040.0	6962671000000.0	6068721000000.0	52876408000000.0	1674048400.0	722709.5	189690.39	2500005.8	85683.62	-6811762000000.0	3.5878882e+27	161821.98443603516
147	0.019607844	0.13864839	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	2204999	65501000000000.0	32135033000000.0	242914760000000.0	20602680.0	7727875000000.0	6353298000000.0	53255330000000.0	1745693000.0	641976.1	180405.31	2493776.0	100526.97	-8166186700000.0	4.1593978e+27	162897.60544228554
148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2219999	66523444000000.0	32970883000000.0	242914090000000.0	21060152.0	8067237300000.0	6519684000000.0	54280670000000.0	1822615300.0	656917.5	189346.06	2454091.0	106606.55	-9743676000000.0	4.131721e+27	164019.12660360336
149	0.01923077	0.13733517	1.0	0.0	0.1	0.29999998	1.0	0.0	289.65384	175.9	2234999	66314714000000.0	33090315000000.0	242913520000000.0	21650922.0	8062718400000.0	6714727300000.0	55177856000000.0	1902529000.0	642290.4	183753.02	2528001.0	142539.64	-9759784000000.0	4.1051945e+27	165077.24899578094
150	0.01923077	0.13733517	1.0	0.0	0.0	0.0	0.0	0.0	289.6154	300.0	2249999	66400094000000.0	33041597000000.0	242912730000000.0	22121310.0	7967226000000.0	6960149700000.0	55843560000000.0	1984290800.0	658561.25	183999.25	2723884.0	138379.77	-9643518000000.0	4.1147236e+27	166195.32110214233
151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2264999	66755376000000.0	32855476000000.0	242911660000000.0	22723470.0	8150504700000.0	7100384700000.0	56743140000000.0	2068590000.0	694821.06	197587.66	2779823.8	209185.52	-9821026000000.0	4.125796e+27	167197.01313996315
152	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2279999	67129513000000.0	32638444000000.0	242911070000000.0	23424102.0	8349824000000.0	7187878400000.0	57669457000000.0	2138046600.0	643701.3	196851.62	2506176.5	198966.34	-9850834000000.0	4.1507125e+27	168282.7261209488
153	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2294999	66802890000000.0	32812915000000.0	242910530000000.0	24135644.0	8433677000000.0	7319308500000.0	58193267000000.0	2112820900.0	648749.1	176200.53	2623568.8	128600.2	-9894837000000.0	4.1131986e+27	169393.05164074898
154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2309999	66610375000000.0	32902046000000.0	242909600000000.0	25283254.0	8551588700000.0	7454152000000.0	59255500000000.0	2166106600.0	686847.1	190857.89	2624184.0	175439.11	-10202110000000.0	4.0638263e+27	170363.12297177315
155	0.039215688	0.19410774	1.0	0.0	0.0	0.0	0.0	0.0	288.2745	300.0	2324999	67123360000000.0	32401984000000.0	242909020000000.0	26996254.0	8683660500000.0	7537745000000.0	60147570000000.0	2279100000.0	646563.0	167039.88	2666156.5	223160.81	-10208661000000.0	4.0820145e+27	171339.43580460548
156	0.02631579	0.1600727	1.0	0.0	0.0	0.0	0.0	0.0	200.86842	300.0	2339999	67320064000000.0	32038766000000.0	242908250000000.0	2176960300.0	8563773000000.0	7707431500000.0	60381293000000.0	2393784300.0	711089.8	196513.28	3483370.8	195260.5	-9229697000000.0	4.1773003e+27	172365.6935479641
157	0.03773585	0.19055669	1.0	0.0	0.0	0.0	0.0	0.0	281.4717	300.0	2354999	65871050000000.0	31518030000000.0	242907450000000.0	220670830.0	8039855300000.0	7614700700000.0	60137285000000.0	2399209000.0	753184.7	156705.98	2640989.8	220004.72	-8131441600000.0	4.0793153e+27	173349.3896741867
158	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2369999	61067350000000.0	28628285000000.0	242906470000000.0	230535650.0	7022209000000.0	7101871000000.0	48415346000000.0	2450304500.0	981770.9	201592.78	2852850.8	175089.48	-7288318000000.0	3.5353702e+27	174327.18219780922
159	0.074074075	0.2618914	1.0	0.0	0.0	0.0	0.0	0.0	277.85184	300.0	2384999	56198863000000.0	23793697000000.0	200881200000000.0	243897340.0	6073048600000.0	6534797500000.0	45237380000000.0	2505642500.0	1132023.9	204951.97	2961759.5	194720.1	-6166602000000.0	2.9736653e+27	175308.00968956947
160	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2399999	51473620000000.0	16651378000000.0	200878400000000.0	256828560.0	5134600400000.0	5768596700000.0	44897248000000.0	2543449600.0	947819.4	159527.83	2442772.2	242107.16	-5012683500000.0	2.4356541e+27	176273.01237034798
161	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2414999	48839323000000.0	9188725000000.0	194837330000000.0	279754200.0	4570825000000.0	5147598000000.0	44577952000000.0	2522283500.0	1003886.1	150688.48	2458149.5	402202.4	-4322570800000.0	2.134236e+27	177256.79438734055
162	0.019607844	0.13864839	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	2429999	49372900000000.0	11033054000000.0	152508650000000.0	315449340.0	4847834000000.0	5767860000000.0	46553226000000.0	2443431200.0	967738.1	182668.2	2794744.5	373255.44	-2792590100000.0	2.3789235e+27	178204.7905807495
163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2444999	49971705000000.0	13001501000000.0	152508280000000.0	323681540.0	5182401300000.0	6420769000000.0	46329057000000.0	2407170600.0	877968.0	201249.75	3050976.5	337117.8	-4700549700000.0	2.3193865e+27	179188.25945162773
164	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2459999	50419573000000.0	13235938000000.0	167008760000000.0	348911070.0	5196489400000.0	6365375000000.0	45916413000000.0	2344956400.0	925523.5	248499.62	3975487.8	330254.1	-3948895500000.0	2.4351984e+27	180156.87183856964
165	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	2474999	50702924000000.0	15303186000000.0	167006410000000.0	364879500.0	5675670300000.0	7078522000000.0	45407065000000.0	2295092000.0	1001831.06	217470.77	3643148.8	340478.47	-4496425500000.0	2.484361e+27	181144.79806780815
166	0.03846154	0.19230767	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2489999	50825133000000.0	15338383000000.0	166997590000000.0	391462100.0	5927111500000.0	7076552000000.0	45161703000000.0	2246946000.0	922527.1	221793.06	2813321.0	267004.34	-5205624600000.0	2.4309478e+27	182106.5891354084
167	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2504999	50908654000000.0	15435735000000.0	166990810000000.0	405613380.0	5915034000000.0	7075606000000.0	44959525000000.0	2256794600.0	934061.75	224481.72	2710627.8	309685.7	-5122004400000.0	2.4470055e+27	183035.23378801346
168	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2519999	50866107000000.0	15444477000000.0	166982960000000.0	412268830.0	5851998300000.0	7035089300000.0	44856823000000.0	2202642400.0	948713.3	229472.05	2771847.5	328948.72	-5170194000000.0	2.4435444e+27	184022.97381973267
169	0.019607844	0.13864838	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	2534999	50891403000000.0	15461998000000.0	166975750000000.0	448351230.0	5832563500000.0	6989280000000.0	44573053000000.0	2148151300.0	831761.44	224003.1	3208863.2	276822.1	-5170050000000.0	2.4468394e+27	184998.13472104073
170	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2549999	50945810000000.0	15583508000000.0	166967220000000.0	473690700.0	5831196000000.0	6986297000000.0	44482326000000.0	2140478700.0	805403.56	193355.62	5589905.5	271772.16	-5075417700000.0	2.4618591e+27	185976.58050870895
171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2564999	51201560000000.0	15327416000000.0	166959200000000.0	3427756500.0	5757338000000.0	6830769000000.0	44270694000000.0	2448197000.0	839834.0	161167.83	4783207.0	209261.2	-5028309400000.0	2.4787097e+27	186962.01610040665
172	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2579999	51022165000000.0	15380282000000.0	166952560000000.0	120689100.0	5675582000000.0	6823329000000.0	44070936000000.0	2396091000.0	865620.44	202793.53	2857906.0	233234.81	-4586719000000.0	2.5041266e+27	187930.29978370667
