Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
114	0.2929293	0.4551063	1.0	0.0	0.5	0.5	1.0	0.0	151.75757	45.9	1709999	13.893074	7.9092164	20.676428	-3.1715622	13.893086	7.910477	20.561228	-3.440565	-14.124891	0.6709337	164526.88399028778
115	0.33070865	0.4704683	1.0	0.0	0.4	0.48989797	1.0	0.0	118.40157	39.8	1724999	13.697785	7.8654814	21.044142	-3.561749	13.697812	7.866719	20.270086	-3.4470541	-13.95055	0.6815754	165916.71243715286
116	0.34057972	0.4739042	1.0	0.0	0.4	0.489898	1.0	0.0	107.23913	132.1	1739999	13.93785	7.947028	20.758718	-5.7661757	13.937863	7.947647	20.452244	-4.3760004	-14.1845875	0.68564844	167382.45807385445
117	0.37241378	0.4834478	1.0	0.0	0.4	0.48989797	1.0	0.0	104.88276	139.1	1754999	13.837402	7.882107	20.622772	-3.2507243	13.837429	7.8830237	20.425175	-3.766882	-14.089829	0.69729203	168894.2448132038
118	0.2983871	0.45755023	1.0	0.0	0.3	0.45825756	1.0	0.0	120.8871	92.5	1769999	13.849406	7.8235364	20.967346	-6.6093163	13.84941	7.824139	20.47086	-2.9827876	-14.105637	0.71011204	170340.40453863144
119	0.41104296	0.492023	1.0	0.0	0.4	0.48989797	1.0	0.0	91.288345	123.2	1784999	13.850401	7.9007273	21.799583	-4.7258587	13.850412	7.901615	20.55526	-5.1136727	-14.098475	0.7437535	171846.85501599312
120	0.4520548	0.49769595	1.0	0.0	0.5	0.5	1.0	0.0	103.62329	130.9	1799999	13.703942	7.903929	21.00887	-4.3435435	13.703941	7.9048324	20.383442	-2.4072027	-13.966628	0.77352494	173290.67182016373
121	0.38931298	0.4875945	1.0	0.0	0.2	0.4	1.0	0.0	114.91603	125.9	1814999	13.647518	7.882454	20.59646	-4.071738	13.647558	7.8831954	20.220207	-2.4303026	-13.9202795	0.80484337	174676.6469900608
122	0.3125	0.4635124	1.0	0.0	0.2	0.4	1.0	0.0	133.01785	134.2	1829999	13.527745	7.841558	20.715588	-3.129806	13.527751	7.8429213	20.15103	-2.6635637	-13.801258	0.78627163	176051.38883185387
123	0.36301368	0.48086873	1.0	0.0	0.4	0.489898	1.0	0.0	102.27397	92.9	1844999	13.551095	7.9059343	20.794252	-5.173725	13.551077	7.9071035	20.431059	-3.5514712	-13.8234415	0.80561125	177475.86465120316
124	0.3467742	0.47594315	1.0	0.0	0.2	0.4	1.0	0.0	120.15323	92.4	1859999	13.607192	7.8800945	20.535566	-3.398254	13.607178	7.881737	20.605244	-2.1745634	-13.886127	0.7935558	178856.38821148872
125	0.30172414	0.45900622	1.0	0.0	0.3	0.45825756	1.0	0.0	131.75	135.2	1874999	13.67518	7.931911	21.072308	-2.7863069	13.675184	7.933261	20.663322	-2.238276	-13.940365	0.7901787	180225.66476392746
126	0.24561404	0.43045068	1.0	0.0	0.4	0.489898	1.0	0.0	131.24562	89.0	1889999	13.680696	7.9393015	21.066265	-3.0809324	13.680699	7.9405255	20.412443	-2.3050869	-13.950525	0.7718149	181591.72122383118
127	0.2753623	0.44669667	1.0	0.0	0.3	0.45825756	1.0	0.0	108.73189	82.6	1904999	13.643633	7.9326963	21.000029	-3.2445514	13.643613	7.9337835	20.561136	-3.1029425	-13.903048	0.80619055	183010.44485783577
128	0.35766423	0.47931257	1.0	0.0	0.3	0.45825756	1.0	0.0	109.55474	116.1	1919999	13.437793	7.857221	20.76248	-3.4864545	13.437768	7.857953	20.602312	-3.1225734	-13.703231	0.83956456	184432.60713934898
129	0.375	0.48412293	1.0	0.0	0.6	0.48989794	1.0	0.0	133.45535	78.0	1934999	13.417908	7.7752523	20.804564	-4.4674745	13.417921	7.776388	20.621916	-3.335231	-13.695327	0.81006545	185791.67864108086
130	0.3984375	0.4895764	1.0	0.0	0.5	0.5	1.0	0.0	116.38281	78.3	1949999	13.516846	7.794507	20.606348	-4.9804444	13.516817	7.795677	20.393328	-3.9424672	-13.778412	0.79543597	187162.95371317863
131	0.32743362	0.46927693	1.0	0.0	0.1	0.29999998	1.0	0.0	134.37169	130.6	1964999	13.435052	7.8112826	20.805285	-4.0499425	13.435065	7.8122926	20.41449	-3.7499065	-13.70389	0.76367706	188519.0624215603
132	0.37007874	0.48282555	1.0	0.0	0.4	0.489898	1.0	0.0	118.07087	111.1	1979999	13.451817	7.862999	20.740038	-5.116974	13.451807	7.8644514	20.472954	-2.9224715	-13.713305	0.77274406	189897.27621889114
133	0.3617021	0.4804932	1.0	0.0	0.2	0.4	1.0	0.0	106.007095	154.8	1994999	13.51461	7.873252	20.778399	-3.2535062	13.514635	7.8740864	20.212444	-2.7379813	-13.766362	0.75277436	191326.48766326904
134	0.36567163	0.481618	1.0	0.0	0.6	0.48989797	1.0	0.0	111.04478	70.8	2009999	13.594949	7.8877144	20.254694	-4.3294663	13.594983	7.888404	20.089643	-2.8975754	-13.8380165	0.73410815	192726.52225542068
135	0.3018868	0.45907643	1.0	0.0	0.3	0.45825756	1.0	0.0	142.93396	134.6	2024999	13.667092	7.9620156	20.35268	-3.7638845	13.66713	7.9627104	20.47596	-2.507496	-13.914897	0.72330886	194095.6045103073
136	0.42372882	0.4941485	1.0	0.0	0.1	0.29999998	1.0	0.0	127.330505	226.0	2039999	13.751017	7.952865	20.48837	-10.902231	13.751027	7.953403	20.153994	-2.9193244	-13.986115	0.7133352	195516.12560868263
137	0.38181818	0.4858323	1.0	0.0	0.2	0.4	1.0	0.0	135.78181	193.5	2054999	13.837842	7.97492	20.495647	-4.3721147	13.837843	7.975866	20.166384	-2.471387	-14.046456	0.7131278	196904.3538248539
138	0.33333334	0.47140452	1.0	0.0	0.3	0.45825756	1.0	0.0	128.76923	176.6	2069999	13.756097	7.9761367	20.273842	-4.126221	13.756076	7.9766107	20.290028	-2.57488	-13.955453	0.719053	198324.59025526047
139	0.3478261	0.47628045	1.0	0.0	0.5	0.5	1.0	0.0	129.66957	80.0	2084999	13.810104	7.982108	20.86624	-7.9200797	13.810087	7.982542	20.070387	-3.753272	-14.009427	0.71212304	199734.6336236
140	0.33606556	0.47236162	1.0	0.0	0.4	0.489898	1.0	0.0	122.7541	93.4	2099999	13.753216	7.906157	21.254568	-6.79683	13.753194	7.906677	20.287941	-3.5366282	-13.969758	0.7096288	201120.42868566513
141	0.4076923	0.49140543	1.0	0.0	0.6	0.48989797	1.0	0.0	115.80769	58.5	2114999	13.86603	7.9241037	20.272436	-6.8194895	13.866007	7.9247684	20.340235	-3.8854594	-14.081917	0.7063153	202536.2218439579
142	0.33774835	0.4729423	1.0	0.0	0.4	0.489898	1.0	0.0	98.76821	89.8	2129999	13.789425	7.915594	20.109503	-6.7565985	13.789405	7.91633	20.261925	-3.9608355	-14.013233	0.7280027	204024.19824671745
143	0.394958	0.48884165	1.0	0.0	0.4	0.48989797	1.0	0.0	126.71429	143.2	2144999	13.646374	7.8409805	20.20111	-5.338993	13.64637	7.8415	20.494513	-3.6042247	-13.874567	0.7417279	205455.05844807625
144	0.34586465	0.47564933	1.0	0.0	0.3	0.45825756	1.0	0.0	112.9624	107.5	2159999	13.493506	7.7656374	20.345139	-4.729288	13.493478	7.7658186	20.04906	-3.560916	-13.743336	0.7327832	206904.57145380974
145	0.28318584	0.45054594	1.0	0.0	0.4	0.489898	1.0	0.0	131.54868	130.5	2174999	13.287289	7.804938	20.476818	-8.468736	13.287321	7.805506	19.988827	-2.805264	-13.601041	0.75112003	208301.7050690651
146	0.40495867	0.49088407	1.0	0.0	0.1	0.29999998	1.0	0.0	123.22314	132.2	2189999	13.312015	7.7885194	20.44309	-5.337431	13.312023	7.7898226	19.928217	-2.9682548	-13.652414	0.76672274	209725.94136691093
147	0.41935483	0.4934535	1.0	0.0	0.4	0.48989797	1.0	0.0	122.45968	62.3	2204999	13.578165	7.8272605	20.4135	-5.82348	13.578145	7.8279915	20.025963	-5.7632923	-13.87369	0.7445507	211110.50868153572
148	0.44354838	0.49680305	1.0	0.0	0.6	0.48989794	1.0	0.0	119.42742	46.8	2219999	13.5795965	7.8247004	21.01778	-5.132442	13.579645	7.8251014	19.971897	-5.673251	-13.874122	0.72982144	212489.9989976883
149	0.375	0.48412293	1.0	0.0	0.2	0.4	1.0	0.0	127.15833	111.0	2234999	13.508255	7.7610307	20.34562	-3.0171962	13.508243	7.7619967	19.98174	-3.6632323	-13.811337	0.75299305	213884.26475691795
150	0.28846154	0.45304686	1.0	0.0	0.2	0.4	1.0	0.0	143.71153	169.0	2249999	13.56183	7.804224	20.332335	-3.4282088	13.561845	7.8049393	20.006603	-3.315444	-13.833829	0.7395569	215232.926132679
151	0.37692308	0.4846154	1.0	0.0	0.4	0.48989797	1.0	0.0	113.97692	164.2	2264999	13.6721325	7.862267	20.804941	-4.7097955	13.672161	7.862934	20.278395	-3.2889812	-13.945902	0.75585455	216638.44022250175
152	0.35714287	0.47915745	1.0	0.0	0.5	0.5	1.0	0.0	135.14285	109.0	2279999	13.740102	7.9081006	20.299892	-3.6995592	13.740126	7.9086323	20.0625	-3.0857239	-13.992496	0.72482055	218021.87206673622
153	0.33333334	0.4714045	1.0	0.0	0.3	0.45825756	1.0	0.0	162.0215	141.7	2294999	13.721196	7.905144	20.415714	-4.6833377	13.72122	7.9056826	20.04885	-2.8515167	-13.985592	0.72872454	219353.5425131321
154	0.3875969	0.48720175	1.0	0.0	0.3	0.45825756	1.0	0.0	115.62791	170.7	2309999	13.595239	7.8833194	20.59055	-4.479058	13.595229	7.884794	20.29613	-2.4044952	-13.892971	0.723041	220768.34548902512
155	0.27184466	0.44491032	1.0	0.0	0.3	0.45825756	1.0	0.0	145.91263	138.2	2324999	13.4572115	7.830826	20.142529	-3.2052581	13.457163	7.8321767	20.177391	-5.233923	-13.757766	0.7378586	222123.22968626022
156	0.3030303	0.45956823	1.0	0.0	0.3	0.45825756	1.0	0.0	151.19193	53.5	2339999	13.243221	7.7238355	20.237297	-3.0062177	13.243224	7.725261	19.823147	-3.903337	-13.566939	0.72234464	223443.4572327137
157	0.3602941	0.48008567	1.0	0.0	0.2	0.4	1.0	0.0	110.02206	194.5	2354999	12.729043	7.709864	20.456627	-3.7235203	12.729006	7.7120767	19.881615	-8.287823	-13.0408	0.75923204	224897.35526752472
158	0.37704918	0.4846474	1.0	0.0	0.4	0.48989797	1.0	0.0	123.03278	100.4	2369999	13.210371	7.8302846	20.7601	-3.7911856	13.210418	7.831465	19.779123	-4.9580417	-13.4741125	0.7734684	226304.9238743782
159	0.37857142	0.48503104	1.0	0.0	0.5	0.5	1.0	0.0	106.37143	99.4	2384999	13.590489	7.90416	20.435585	-4.410586	13.590479	7.904835	20.501299	-5.6273947	-13.828202	0.7403103	227766.6563181877
160	0.40764332	0.49139628	1.0	0.0	0.2	0.4	1.0	0.0	96.48408	118.1	2399999	13.56961	7.918858	20.506195	-3.5859652	13.569611	7.91905	20.452145	-3.3897495	-13.805859	0.7476989	229262.61733984947
161	0.34210527	0.47441462	1.0	0.0	0.3	0.45825756	1.0	0.0	98.177635	147.8	2414999	13.478039	7.889529	20.391426	-3.6551263	13.47805	7.8898416	20.403748	-4.0089593	-13.72459	0.7678672	230751.71228051186
162	0.33333334	0.4714045	1.0	0.0	0.2	0.4	1.0	0.0	106.6312	120.3	2429999	13.231754	7.843232	20.377403	-2.8851745	13.231763	7.844065	20.073633	-4.054498	-13.549194	0.8075112	232203.37537884712
163	0.3015873	0.4589471	1.0	0.0	0.2	0.4	1.0	0.0	120.35714	144.2	2444999	13.463226	7.8626814	20.758976	-2.3603668	13.463238	7.863425	19.972965	-2.8167088	-13.758136	0.7924719	233627.56242704391
164	0.30967742	0.4623606	1.0	0.0	0.2	0.4	1.0	0.0	96.548386	90.2	2459999	13.505226	7.845991	20.538763	-3.2435708	13.505227	7.8470063	19.965916	-3.2195373	-13.797598	0.8277374	235096.78932523727
165	0.31325302	0.46381631	1.0	0.0	0.5	0.5	1.0	0.0	89.3253	95.3	2474999	13.498116	7.890162	20.235056	-2.131062	13.498121	7.890834	20.182167	-4.3612356	-13.75623	0.8708435	236593.85530877113
166	0.30882353	0.46200815	1.0	0.0	0.2	0.4	1.0	0.0	111.55147	87.5	2489999	13.370669	7.8060684	20.258625	-1.853338	13.370665	7.8066535	20.173946	-2.2002473	-13.626074	0.8932634	238019.91089749336
167	0.4	0.48989797	1.0	0.0	0.5	0.5	1.0	0.0	96.63871	50.0	2504999	13.3706045	7.8075633	20.260426	-3.3168757	13.370598	7.808251	20.001272	-2.4879422	-13.633771	0.89327955	239467.56022500992
168	0.40449437	0.4907939	1.0	0.0	0.2	0.4	1.0	0.0	84.44944	107.7	2519999	13.52444	7.860159	20.425243	-2.3267446	13.524464	7.8608603	20.021215	-2.2423112	-13.780346	0.9291625	240994.4524447918
169	0.39772728	0.48942852	1.0	0.0	0.2	0.4	1.0	0.0	84.13636	115.3	2534999	13.466017	7.825887	20.217705	-2.7784758	13.466054	7.8266683	20.16376	-3.1399758	-13.714671	0.94453377	242516.82683110237
170	0.36363637	0.48104572	1.0	0.0	0.5	0.5	1.0	0.0	123.72727	111.8	2549999	13.462107	7.8455553	20.623407	-3.987041	13.46211	7.846157	20.17423	-3.3287945	-13.720864	0.95216614	243924.5925002098
171	0.49411765	0.49996543	1.0	0.0	0.4	0.48989797	1.0	0.0	89.53529	56.2	2564999	13.524332	7.872516	21.059137	-2.4639456	13.524339	7.873448	20.08088	-3.3868396	-13.781269	0.9506444	245427.31516599655
172	0.44919786	0.4974124	1.0	0.0	0.6	0.48989797	1.0	0.0	80.213905	80.4	2579999	13.487939	7.8158193	20.925774	-1.8169914	13.487921	7.81631	20.065056	-4.797203	-13.741176	0.99661106	246942.14861607552
173	0.43575418	0.49585533	1.0	0.0	0.2	0.4	1.0	0.0	83.93296	131.4	2594999	13.419245	7.82683	20.739344	-2.1922581	13.419285	7.827438	20.20773	-2.1468282	-13.686294	1.0072281	248493.08875322342
174	0.4568528	0.49813485	1.0	0.0	0.7	0.45825756	1.0	0.0	75.94924	62.3	2609999	13.204142	7.7679296	20.237278	-2.5228956	13.204117	7.7690077	20.495811	-2.6678352	-13.497992	1.036186	250063.48904252052
175	0.33333334	0.47140452	1.0	0.0	0.4	0.48989797	1.0	0.0	89.878784	76.8	2624999	13.14729	7.7657003	20.833118	-3.7707992	13.147292	7.766726	20.074484	-2.8882725	-13.466097	1.0474014	251574.6687989235
176	0.40350878	0.49060112	1.0	0.0	0.4	0.48989797	1.0	0.0	88.89474	190.1	2639999	13.121899	7.8405066	20.168398	-3.8855824	13.121866	7.840881	20.26726	-2.8129454	-13.457456	1.0778599	253109.91603279114
177	0.4177215	0.49318382	1.0	0.0	0.4	0.489898	1.0	0.0	94.44936	136.3	2654999	13.089647	7.7764993	20.17516	-2.5521977	13.089665	7.7774663	20.101522	-3.0150232	-13.358654	1.0955182	254620.7810792923
178	0.46625766	0.49886015	1.0	0.0	0.5	0.5	1.0	0.0	92.337425	51.3	2669999	13.063619	7.7454085	20.316444	-2.9646025	13.063628	7.746187	20.177067	-4.724839	-13.356275	1.0684968	256102.03591370583
179	0.5031056	0.49999037	1.0	0.0	0.4	0.48989797	1.0	0.0	91.95031	81.2	2684999	13.146526	7.780634	20.290028	-2.7245786	13.146582	7.7809024	20.126085	-3.2157037	-13.446169	1.0750316	257595.0637407303
180	0.378882	0.48510867	1.0	0.0	0.6	0.48989797	1.0	0.0	93.23602	58.2	2699999	13.182006	7.8072433	20.600546	-2.713715	13.181967	7.80785	20.002563	-6.3863387	-13.463942	1.1125405	259077.65335440636
181	0.49773756	0.49999487	1.0	0.0	0.4	0.489898	1.0	0.0	68.80543	53.5	2714999	13.2167	7.8116097	20.194454	-2.422628	13.216711	7.8124676	20.147055	-3.4100132	-13.495427	1.1351303	260566.46279644966
182	0.41326532	0.49241963	1.0	0.0	0.5	0.5	1.0	0.0	76.30612	41.1	2729999	13.321281	7.804135	20.474352	-2.408186	13.321286	7.803633	20.096994	-4.8482943	-13.608383	1.1602471	261975.72959661484
183	0.50660795	0.4999563	1.0	0.0	0.1	0.29999998	1.0	0.0	65.03965	79.8	2744999	13.203916	7.7863503	20.392515	-2.3182192	13.203928	7.7863016	19.97086	-3.1909695	-13.502326	1.1839917	263474.29467511177
184	0.44382024	0.4968338	1.0	0.0	0.2	0.4	1.0	0.0	84.685394	134.8	2759999	13.298321	7.776179	20.379644	-2.4635596	13.298355	7.775703	20.474531	-3.2809033	-13.605725	1.2022809	264899.8501331806
185	0.45549738	0.49801558	1.0	0.0	0.4	0.48989797	1.0	0.0	79.35602	76.4	2774999	13.359349	7.7490954	20.770323	-2.2314577	13.359323	7.749489	20.767282	-5.740921	-13.650757	1.2281693	266299.2428095341
186	0.45930234	0.49834096	1.0	0.0	0.4	0.489898	1.0	0.0	87.01163	96.8	2789999	13.336972	7.7632327	20.838152	-3.4363797	13.336988	7.763684	20.278103	-4.998103	-13.637502	1.229398	267714.59675097466
187	0.41875	0.49335426	1.0	0.0	0.4	0.48989797	1.0	0.0	94.23125	64.7	2804999	13.326051	7.7511516	20.853495	-3.007523	13.3260765	7.7516065	20.396784	-6.21297	-13.617426	1.2689565	269066.6467604637
188	0.48366013	0.49973294	1.0	0.0	0.5	0.5	1.0	0.0	97.91503	91.8	2819999	13.1399	7.7225833	20.47266	-3.1676254	13.139881	7.721887	20.652046	-4.8846726	-13.455046	1.3003144	270401.5405640602
189	0.42580646	0.49446467	1.0	0.0	0.0	0.0	0.0	0.0	96.54194	139.0	2834999	13.267427	7.7643905	20.686653	-2.671451	13.267452	7.76366	20.39907	-4.885392	-13.5625	1.2423596	271745.30085372925
190	0.41333333	0.4924316	1.0	0.0	0.4	0.48989797	1.0	0.0	100.04667	61.4	2849999	13.060032	7.7254295	20.846413	-6.1752963	13.060035	7.726385	19.914185	-3.4061768	-13.374801	1.2326549	273037.7238986492
191	0.3962264	0.4891125	1.0	0.0	0.3	0.45825756	1.0	0.0	94.74214	83.8	2864999	13.207434	7.7559185	21.102182	-2.8105865	13.2074	7.756049	20.020298	-2.858591	-13.506713	1.196316	274360.1227424145
192	0.4054054	0.49097034	1.0	0.0	0.5	0.5	1.0	0.0	101.38513	50.0	2879999	13.277551	7.7485085	20.983664	-3.020512	13.277601	7.7488346	19.802498	-3.8238337	-13.570594	1.1963463	275635.2836613655
193	0.40123457	0.49014834	1.0	0.0	0.4	0.48989797	1.0	0.0	92.59259	156.2	2894999	13.108763	7.674206	20.98352	-4.477326	13.108349	7.6731853	20.140432	-4.503782	-13.42026	1.1997948	276971.99937462807
194	0.34640524	0.47582415	1.0	0.0	0.7	0.45825756	1.0	0.0	97.76471	43.9	2909999	12.974021	7.6987476	20.799538	-2.2556772	12.974246	7.6974688	20.566929	-2.6448355	-13.323157	1.1470456	278231.423432827
195	0.32515338	0.46843213	1.0	0.0	0.9	0.29999998	1.0	0.0	91.91411	17.8	2924999	13.170218	7.796701	20.782644	-3.0481327	13.170286	7.797007	20.423079	-2.538298	-13.521996	1.107418	279516.38604593277
196	0.3038674	0.45992607	1.0	0.0	0.5	0.5	1.0	0.0	83.14917	121.3	2939999	13.408856	7.8375864	20.672672	-2.5955043	13.408914	7.83725	20.478401	-4.80494	-13.74909	1.1003209	280860.5389420986
197	0.38709676	0.4870861	1.0	0.0	0.3	0.45825756	1.0	0.0	80.69355	71.9	2954999	13.5346	7.873987	20.619287	-3.8423061	13.53459	7.8734875	20.553976	-4.2609143	-13.834121	1.0815748	282217.4552125931
198	0.41621622	0.49293026	1.0	0.0	0.5	0.5	1.0	0.0	80.945946	85.2	2969999	13.459865	7.8943396	20.965797	-4.1976337	13.459914	7.894122	20.937096	-5.44368	-13.719843	1.1017667	283583.7824001312
199	0.4121212	0.49221677	1.0	0.0	0.4	0.48989797	1.0	0.0	90.57576	121.7	2984999	13.51853	7.889701	20.547758	-3.033314	13.518482	7.8896823	20.849003	-6.1040773	-13.764538	1.0272933	284924.37126231194
200	0.33333334	0.4714045	1.0	0.0	0.5	0.5	1.0	0.0	93.62893	90.1	2999999	13.581726	7.8685436	20.445457	-2.9199047	13.58174	7.868947	20.93101	-5.10578	-13.824025	1.0177451	286263.41548490524
