Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
88	0.9053628	0.2927132	1.0	0.0	1.0	0.0	1.0	1.0	23.694006	14.8	1319999	21.040726	7.9400406	36.262768	-54.61687	21.040785	7.939697	38.99705	-31.468575	-1.6538402	1.4689058	16.451488	-13.808545	-21.189274	11.435894	13164.56082034111
89	0.9181548	0.27412882	1.0	0.0	1.0	0.0	1.0	1.0	22.321428	17.8	1334999	21.465761	8.062587	37.686443	-44.058037	21.465887	8.061422	38.59303	-31.084663	-1.5860463	1.5018371	9.687914	-12.896321	-21.620245	11.810066	13313.548389434814
90	0.91920733	0.2725165	1.0	0.0	0.7	0.45825756	1.0	0.0	22.853659	25.8	1349999	21.432663	8.046103	38.78052	-41.112816	21.432718	8.045069	41.522106	-28.112955	-1.5999303	1.4905447	21.845726	-13.357338	-21.581833	11.813146	13462.772185325623
91	0.928036	0.2584283	1.0	0.0	0.9	0.29999998	1.0	0.0	22.48126	18.5	1364999	22.139158	8.476318	41.25635	-34.99272	22.13901	8.475833	43.273594	-33.201797	-1.4636464	1.5308583	16.054937	-13.195041	-22.309612	12.825084	13612.033019065857
92	0.9334319	0.24927244	1.0	0.0	1.0	0.0	1.0	1.0	22.205622	14.7	1379999	22.494213	8.628628	43.379574	-46.92151	22.494112	8.627979	44.795837	-30.5408	-1.4130532	1.5481639	18.988544	-14.756515	-22.662224	13.26266	13761.10561132431
93	0.9304734	0.25434753	1.0	0.0	1.0	0.0	1.0	1.0	22.190828	13.3	1394999	21.777658	8.28803	41.50081	-45.601112	21.777678	8.286685	45.705875	-26.989655	-1.5266819	1.5140113	19.953213	-13.493719	-21.922258	12.5627165	13910.29445195198
94	0.9480519	0.22192219	1.0	0.0	0.7	0.45825756	1.0	0.0	21.623377	29.5	1409999	21.962154	8.421527	40.684708	-55.09041	21.96231	8.420571	42.65864	-29.120356	-1.4667406	1.5364559	17.541555	-15.553172	-22.114504	12.825408	14059.980929136276
95	0.91577333	0.27772743	1.0	0.0	1.0	0.0	1.0	1.0	23.006126	15.2	1424999	21.24937	8.06752	38.538986	-50.487354	21.249369	8.067299	40.901264	-33.485172	-1.5872854	1.4947436	17.743221	-13.381022	-21.381916	12.044956	14209.865124702454
96	0.93440235	0.24757749	1.0	0.0	0.9	0.29999998	1.0	0.0	21.848396	21.9	1439999	22.476707	8.764488	42.27013	-44.023876	22.476532	8.763811	44.349194	-31.060629	-1.3355129	1.573923	18.17246	-12.416136	-22.647245	13.678831	14359.683097362518
97	0.94629896	0.22542673	1.0	0.0	1.0	0.0	1.0	1.0	21.782293	16.5	1454999	21.768555	8.330957	41.61413	-46.189537	21.768665	8.330061	41.832764	-30.83839	-1.4878852	1.530528	16.83847	-13.53178	-21.906546	12.888071	14509.69155907631
98	0.9558011	0.20553675	1.0	0.0	1.0	0.0	1.0	1.0	20.708563	16.2	1469999	22.899857	8.985896	44.935577	-45.60087	22.89975	8.984345	46.706818	-33.404537	-1.2534505	1.5965613	17.45647	-12.705047	-23.073359	14.538869	14659.81225013733
99	0.93586004	0.24500206	1.0	0.0	1.0	0.0	1.0	1.0	21.82653	15.0	1484999	22.57034	8.721122	41.823875	-39.85634	22.570164	8.720443	43.475178	-24.547384	-1.3755447	1.5605543	17.391178	-12.793553	-22.705162	14.17772	14810.016723155975
100	0.9238806	0.26518905	1.0	0.0	0.9	0.29999998	1.0	0.0	22.40597	18.0	1499999	21.343431	8.146879	38.17634	-44.787075	21.34348	8.147277	39.940014	-31.875982	-1.5253824	1.5248104	14.7047825	-11.9331045	-21.464008	12.618454	14960.089267492294
101	0.92979944	0.25548473	1.0	0.0	0.8	0.4	1.0	0.0	21.495703	20.2	1514999	21.772482	8.359878	39.266983	-46.122295	21.772408	8.359394	40.803066	-34.287457	-1.4326068	1.5550573	12.655493	-12.512305	-21.914082	13.171196	15110.2913544178
102	0.94065285	0.23627335	1.0	0.0	0.8	0.4	1.0	0.0	22.278933	17.7	1529999	21.826767	8.319143	39.429245	-26.166594	21.826662	8.319189	40.180923	-21.61896	-1.4632534	1.5497905	10.962196	-13.1447115	-21.951866	13.378721	15260.664429664612
103	0.9245562	0.26410607	1.0	0.0	1.0	0.0	1.0	1.0	22.18787	13.4	1544999	20.939856	7.935653	40.139984	-24.984476	20.939743	7.9358377	36.7731	-24.638882	-1.569555	1.5137051	11.943609	-12.238415	-21.057758	12.330814	15410.381217479706
104	0.9199396	0.2713867	1.0	0.0	0.8	0.4	1.0	0.0	22.670694	19.5	1559999	20.69146	7.8067055	38.45896	-22.526978	20.691355	7.806853	36.42263	-21.250164	-1.6302227	1.494721	11.883873	-12.736873	-20.809834	11.96276	15560.322419404984
105	0.9190031	0.27283034	1.0	0.0	0.8	0.4	1.0	0.0	23.341122	21.3	1574999	20.732565	7.847856	37.797134	-30.866352	20.732523	7.846984	37.523582	-34.3343	-1.6273737	1.491541	10.644459	-13.29521	-20.862223	11.977517	15710.309523820877
106	0.9296188	0.2557884	1.0	0.0	1.0	0.0	1.0	1.0	21.967741	12.0	1589999	21.95941	8.436871	39.489994	-30.543661	21.959272	8.436976	39.508167	-35.224323	-1.4070538	1.5774599	14.6969795	-13.6546955	-22.109299	13.452904	15860.401569128036
107	0.92738277	0.2595072	1.0	0.0	0.9	0.29999998	1.0	0.0	22.744328	22.0	1604999	21.173235	8.0472355	37.185444	-30.196028	21.173414	8.045548	37.36222	-36.348244	-1.5399599	1.5348216	15.6168785	-14.448043	-21.305027	12.401804	16010.550481796265
108	0.9294294	0.25610617	1.0	0.0	1.0	0.0	1.0	1.0	22.509008	16.2	1619999	21.222158	8.090189	37.15975	-34.5936	21.222078	8.089042	36.946953	-36.06044	-1.5475029	1.537483	14.40898	-13.840789	-21.35462	12.440799	16160.538290023804
109	0.9226006	0.2672241	1.0	0.0	1.0	0.0	1.0	1.0	23.224459	13.2	1634999	21.102287	8.028731	36.7868	-29.752096	21.102419	8.027427	40.921898	-35.956387	-1.556015	1.5325089	13.082532	-12.714966	-21.242895	12.24204	16310.43886756897
110	0.93877554	0.23974162	1.0	0.0	1.0	0.0	1.0	1.0	21.865889	13.7	1649999	21.653025	8.251717	39.683956	-39.40935	21.652945	8.250993	37.352184	-36.522167	-1.4647845	1.5679377	15.02584	-13.965015	-21.801846	12.761796	16460.34091258049
111	0.9492455	0.21949586	1.0	0.0	1.0	0.0	1.0	1.0	20.576132	11.7	1664999	21.769196	8.351337	40.16701	-40.257126	21.769144	8.351001	38.582767	-35.253696	-1.428027	1.5769871	15.782143	-13.549437	-21.91879	13.113052	16610.111367464066
112	0.93853074	0.24018908	1.0	0.0	1.0	0.0	1.0	1.0	22.442278	10.9	1679999	21.476244	8.248321	39.691486	-45.57483	21.475996	8.247927	38.53231	-34.78091	-1.479617	1.5673069	14.9858055	-13.508882	-21.60904	12.697119	16761.726417541504
113	0.9251497	0.26314965	1.0	0.0	1.0	0.0	1.0	1.0	22.483534	10.6	1694999	21.183477	8.156404	37.751286	-45.751526	21.183449	8.156283	37.08852	-45.512856	-1.5225017	1.5543451	16.581846	-13.17832	-21.311516	12.265217	16910.54260969162
114	0.9268657	0.26035687	1.0	0.0	1.0	0.0	1.0	1.0	22.391045	17.2	1709999	20.896286	8.042796	36.674362	-49.67712	20.89611	8.042755	35.998672	-40.30251	-1.5694369	1.5392445	13.770876	-14.8029785	-21.020973	11.788813	17059.839237689972
115	0.9183359	0.2738523	1.0	0.0	0.9	0.29999998	1.0	0.0	23.101694	21.0	1724999	20.933435	8.092545	37.27173	-48.460056	20.933613	8.092164	37.524826	-40.89422	-1.5458395	1.5398293	13.450632	-13.893635	-21.063232	11.767962	17209.03023171425
116	0.94412607	0.2296781	1.0	0.0	1.0	0.0	1.0	1.0	21.487106	17.1	1739999	21.277142	8.239449	36.685715	-46.990906	21.27705	8.2387705	39.246944	-42.38401	-1.5282164	1.5443658	14.417182	-12.763489	-21.40689	12.092296	17358.24404859543
117	0.9293233	0.256284	1.0	0.0	1.0	0.0	1.0	1.0	22.56391	15.3	1754999	21.049856	8.1572485	37.911415	-48.6852	21.050001	8.156595	37.00903	-39.807423	-1.5630131	1.5343195	16.701128	-12.636108	-21.178879	11.806702	17507.373047590256
118	0.9289026	0.25698742	1.0	0.0	1.0	0.0	1.0	1.0	23.211746	13.1	1769999	21.007164	8.13497	37.811295	-48.761436	21.007227	8.133883	38.307007	-43.0839	-1.5806878	1.5239267	12.084822	-12.828701	-21.130512	11.710704	17656.530165433884
119	0.9382353	0.24072771	1.0	0.0	0.9	0.29999998	1.0	0.0	22.029411	16.5	1784999	20.94535	8.100254	37.133343	-38.045277	20.945267	8.099825	37.10595	-42.420673	-1.5833886	1.5311154	12.808477	-12.817625	-21.070503	11.7204485	17805.68105006218
120	0.9379616	0.24122532	1.0	0.0	0.9	0.29999998	1.0	0.0	22.135893	16.7	1799999	20.907658	8.080542	37.70096	-43.550957	20.907696	8.079537	37.3502	-41.873928	-1.5871025	1.5365518	11.254726	-13.533506	-21.027863	11.786934	17954.877257347107
121	0.9125767	0.2824544	1.0	0.0	0.9	0.29999998	1.0	0.0	23.050613	19.2	1814999	20.87125	8.080278	35.597313	-42.0136	20.87141	8.078984	35.825813	-45.43116	-1.5961256	1.5279332	15.562487	-13.571173	-20.995281	11.669551	18104.15231013298
122	0.91564417	0.27792072	1.0	0.0	0.8	0.4	1.0	0.0	23.0	22.6	1829999	20.916798	8.127325	41.461685	-56.44834	20.91679	8.126756	35.51972	-55.881115	-1.5960743	1.5292373	11.2299385	-13.922924	-21.041063	11.809525	18253.777831077576
123	0.9127726	0.28216803	1.0	0.0	0.6	0.48989794	1.0	0.0	23.352024	28.1	1844999	20.760336	8.07376	38.181473	-53.776867	20.760439	8.072403	37.073994	-54.630535	-1.6314958	1.5145673	13.662108	-15.521805	-20.881845	11.621428	18404.065326213837
124	0.89983845	0.3002153	1.0	0.0	0.7	0.45825756	1.0	0.0	24.264944	25.0	1859999	20.496696	7.97341	35.976192	-57.54663	20.496887	7.9715323	36.38383	-55.3766	-1.6990918	1.4895197	11.494865	-13.416856	-20.615665	11.217127	18554.00932407379
125	0.8980213	0.30262026	1.0	0.0	0.9	0.29999998	1.0	0.0	22.802132	18.3	1874999	20.486387	7.969023	36.87758	-120.451836	20.486557	7.9667516	36.55945	-113.80542	-1.7135102	1.4816202	12.546181	-12.855223	-20.608746	10.990457	18703.93444633484
126	0.91782945	0.27462438	1.0	0.0	0.8	0.4	1.0	0.0	23.28372	22.3	1889999	20.560774	8.039315	36.540535	-58.12056	20.56103	8.037867	37.33838	-71.902435	-1.6927925	1.4851488	12.596762	-13.574038	-20.694712	11.045555	18853.907793283463
127	0.9423077	0.23316067	1.0	0.0	0.7	0.45825756	1.0	0.0	22.177515	25.2	1904999	21.432133	8.451365	38.25007	-56.01437	21.432207	8.449799	39.662678	-56.61224	-1.520775	1.5346627	11.413996	-14.043201	-21.595028	12.04646	19004.075901031494
128	0.93154764	0.25252056	1.0	0.0	0.8	0.4	1.0	0.0	22.287203	21.4	1919999	21.785486	8.549168	42.276203	-60.47746	21.7856	8.547622	38.969532	-52.793438	-1.4890331	1.5494128	15.673997	-12.542528	-21.93963	12.412887	19154.166708230972
129	0.93044823	0.25439012	1.0	0.0	0.9	0.29999998	1.0	0.0	23.15765	17.7	1934999	21.257313	8.326335	40.305054	-56.891228	21.257402	8.32456	37.586884	-59.3863	-1.5726024	1.5228908	11.189466	-13.6323395	-21.399197	11.92273	19304.24697613716
130	0.9203007	0.270827	1.0	0.0	0.9	0.29999998	1.0	0.0	22.630075	23.6	1949999	20.988499	8.167194	36.80172	-55.37458	20.98842	8.16605	37.572693	-57.396908	-1.6129825	1.5213647	11.545399	-12.435183	-21.127808	11.495565	19454.462891578674
131	0.90923077	0.28728065	1.0	0.0	1.0	0.0	1.0	1.0	23.04923	20.3	1964999	20.990248	8.229074	36.431725	-59.418888	20.990181	8.227255	40.087845	-55.027344	-1.5877336	1.5316808	10.706926	-12.683588	-21.14035	11.544096	19604.341426849365
132	0.9360119	0.24473172	1.0	0.0	1.0	0.0	1.0	1.0	22.324406	14.8	1979999	21.940964	8.728415	39.803787	-61.973537	21.94095	8.725783	39.792923	-58.139683	-1.411809	1.5830503	13.675618	-12.404654	-22.11753	12.590596	19754.05959367752
133	0.95780593	0.20103171	1.0	0.0	1.0	0.0	1.0	1.0	21.113924	13.1	1994999	22.420998	8.960394	40.384876	-55.74942	22.420862	8.95809	39.367527	-66.01503	-1.3791579	1.5831441	26.833776	-12.845939	-22.587704	13.311505	19903.9208381176
134	0.93113774	0.25321978	1.0	0.0	0.9	0.29999998	1.0	0.0	22.402695	20.2	2009999	21.72196	8.658536	38.511143	-59.62837	21.722143	8.65627	39.00701	-59.248398	-1.4919578	1.5563557	14.013612	-14.567742	-21.869335	12.61243	20053.799315929413
135	0.93659943	0.24368204	1.0	0.0	0.9	0.29999998	1.0	0.0	21.649857	18.5	2024999	21.707582	8.740605	42.02517	-57.863617	21.70757	8.739407	42.410835	-56.249016	-1.4276774	1.5808972	13.652817	-14.614289	-21.882284	12.526687	20203.01985859871
136	0.9488636	0.2202758	1.0	0.0	0.8	0.4	1.0	0.0	21.303978	21.5	2039999	22.919369	9.236366	42.381973	-72.77531	22.91908	9.235995	42.53507	-57.314552	-1.2930828	1.6132305	19.588184	-13.316946	-23.085638	14.088528	20352.115438699722
137	0.9237537	0.26539183	1.0	0.0	0.9	0.29999998	1.0	0.0	22.002934	24.9	2054999	21.378798	8.526619	37.19452	-55.991074	21.3785	8.526265	37.976994	-58.648865	-1.4800333	1.5628709	15.879467	-12.192656	-21.5176	12.33951	20501.29851794243
138	0.9491059	0.21978141	1.0	0.0	1.0	0.0	1.0	1.0	20.639614	9.7	2069999	22.252075	8.974282	39.159225	-50.867977	22.25175	8.973558	39.07103	-52.652004	-1.3400748	1.6022564	19.124035	-12.115067	-22.413616	13.455109	20650.500494241714
139	0.9283668	0.25787964	1.0	0.0	0.8	0.4	1.0	0.0	21.459885	18.5	2084999	21.358688	8.5284195	42.037884	-63.531345	21.358473	8.527586	37.125263	-60.399517	-1.4935896	1.5655832	21.263594	-12.11989	-21.489761	12.533099	20799.7857773304
140	0.96175635	0.19178386	1.0	0.0	1.0	0.0	1.0	1.0	21.27762	11.7	2099999	21.82953	8.82922	53.09606	-53.0473	21.829193	8.828226	38.26086	-52.53703	-1.3926626	1.5909127	18.519793	-12.645899	-21.971191	13.255399	20948.864233016968
141	0.92626727	0.26133546	1.0	0.0	1.0	0.0	1.0	1.0	22.972351	12.9	2114999	21.207176	8.512172	50.85329	-62.308697	21.20695	8.511619	36.788776	-66.04186	-1.5067925	1.5589188	15.645022	-13.646074	-21.331896	12.462181	21098.10954976082
142	0.903937	0.29467762	1.0	0.0	0.9	0.29999998	1.0	0.0	23.68189	20.8	2129999	21.07404	8.473026	36.55171	-64.29542	21.07415	8.471417	37.13846	-66.96018	-1.5207479	1.5495088	11.440798	-12.557872	-21.20372	12.230953	21247.49552178383
143	0.92653674	0.26089543	1.0	0.0	1.0	0.0	1.0	1.0	22.494753	17.3	2144999	21.210636	8.541005	37.919205	-72.87117	21.210634	8.539116	36.34285	-69.06321	-1.4972795	1.55576	15.442908	-11.968564	-21.341991	12.363413	21396.739125967026
144	0.9338235	0.2485903	1.0	0.0	1.0	0.0	1.0	1.0	22.05147	12.1	2159999	20.79645	8.33774	42.852898	-73.05959	20.7963	8.336487	37.466995	-72.9634	-1.5705494	1.531442	16.50359	-15.152564	-20.9258	11.767729	21545.534756183624
145	0.92319053	0.26628885	1.0	0.0	0.9	0.29999998	1.0	0.0	22.16839	20.9	2174999	21.16919	8.57583	46.066402	-66.02801	21.16894	8.574335	37.159847	-69.74011	-1.4790397	1.5589503	27.817677	-13.492502	-21.309984	12.381868	21694.677141427994
146	0.9296407	0.25575152	1.0	0.0	1.0	0.0	1.0	1.0	22.411676	18.4	2189999	20.919725	8.369349	43.31047	-77.22258	20.919552	8.367221	36.412483	-73.74994	-1.5583776	1.5365387	19.513071	-14.025369	-21.03554	11.966695	21843.931933879852
147	0.89644015	0.30468875	1.0	0.0	1.0	0.0	1.0	1.0	24.289644	16.3	2204999	20.468063	8.143867	34.998764	-65.7368	20.467987	8.141116	35.652256	-71.66174	-1.632561	1.5100993	13.004469	-15.171695	-20.588991	11.36446	21992.994384765625
148	0.94822484	0.22157273	1.0	0.0	1.0	0.0	1.0	1.0	22.220415	15.0	2219999	20.8887	8.39799	37.355915	-65.55078	20.888565	8.3958025	37.58573	-79.36724	-1.5500187	1.5248998	14.796356	-13.651713	-21.028986	11.756654	22141.988245248795
149	0.9231928	0.26628533	1.0	0.0	0.9	0.29999998	1.0	0.0	22.548193	21.5	2234999	20.896671	8.333883	37.771183	-75.411964	20.896486	8.332237	36.70907	-80.67453	-1.5798566	1.5235553	18.853725	-14.886588	-21.01898	11.679937	22291.306737422943
150	0.9165379	0.27657947	1.0	0.0	0.9	0.29999998	1.0	0.0	23.216383	18.0	2249999	20.596079	8.213308	35.538998	-75.74168	20.5959	8.210584	36.856728	-88.82672	-1.6258154	1.5006567	13.712671	-12.261854	-20.727375	11.352303	22440.70047354698
151	0.9264264	0.26107565	1.0	0.0	1.0	0.0	1.0	1.0	22.52102	14.5	2264999	20.806738	8.31288	35.97655	-74.8308	20.806503	8.3109	37.15746	-90.70664	-1.5793976	1.5222235	37.62093	-12.677852	-20.945269	11.416008	22589.968525886536
152	0.92036754	0.27072334	1.0	0.0	0.9	0.29999998	1.0	0.0	22.980091	27.4	2279999	20.692799	8.241643	41.580627	-74.17651	20.69255	8.239423	35.0447	-87.37647	-1.622677	1.5050756	12.946815	-12.878545	-20.829155	11.208995	22739.666000127792
153	0.9103555	0.2856718	1.0	0.0	0.8	0.4	1.0	0.0	23.163834	28.3	2294999	20.925488	8.310675	36.522938	-73.64511	20.92525	8.309831	36.499054	-88.29917	-1.5869883	1.5237693	13.250806	-13.356448	-21.066751	11.346983	22889.149190187454
154	0.8852201	0.3187561	1.0	0.0	0.9	0.29999998	1.0	0.0	23.60063	18.9	2309999	20.659792	8.187628	35.3087	-75.07305	20.659565	8.186361	36.17752	-95.26722	-1.6428647	1.504403	11.602493	-12.564924	-20.79896	10.979589	23038.684855937958
155	0.91875	0.27321866	1.0	0.0	0.7	0.45825756	1.0	0.0	23.379688	25.8	2324999	20.876495	8.313323	37.30814	-76.4858	20.876333	8.3128605	35.7945	-91.20571	-1.613211	1.5140518	11.839411	-13.365803	-21.022984	11.129516	23189.38702082634
156	0.90332323	0.2955171	1.0	0.0	0.7	0.45825756	1.0	0.0	22.657099	24.4	2339999	21.086382	8.403577	36.21973	-83.10245	21.086279	8.401773	35.591614	-90.047516	-1.5771037	1.527863	10.334055	-12.453539	-21.231594	11.306457	23339.352276325226
157	0.9309816	0.25348544	1.0	0.0	0.9	0.29999998	1.0	0.0	23.039877	21.7	2354999	21.238012	8.520921	36.648857	-81.35635	21.238028	8.518586	38.461163	-89.15177	-1.552215	1.5328962	11.375732	-13.059889	-21.389942	11.395046	23488.711758375168
158	0.92519087	0.26308316	1.0	0.0	0.9	0.29999998	1.0	0.0	22.90687	17.2	2369999	21.250715	8.507435	36.978817	-75.73217	21.250834	8.50621	36.042202	-84.54799	-1.5518886	1.5463697	12.020773	-12.658036	-21.398275	11.403407	23638.639887809753
159	0.8902256	0.31260842	1.0	0.0	0.7	0.45825756	1.0	0.0	22.580452	27.1	2384999	21.295341	8.520954	37.32831	-81.643974	21.295366	8.519289	41.24555	-84.2976	-1.5480206	1.5537846	14.0805645	-12.285494	-21.444258	11.354843	23789.019902467728
160	0.87317073	0.33278164	1.0	0.0	0.9	0.29999998	1.0	0.0	24.385366	19.3	2399999	20.694626	8.263896	37.518295	-76.78528	20.694897	8.261918	36.552517	-80.14532	-1.6686566	1.5092765	14.76039	-13.685789	-20.82841	10.695466	23939.32033276558
161	0.8811075	0.32366198	1.0	0.0	0.7	0.45825756	1.0	0.0	24.428339	26.0	2414999	20.647213	8.261967	35.17641	-72.87742	20.64735	8.260343	37.64914	-67.64336	-1.6839	1.4983376	12.871657	-12.536606	-20.782925	10.527437	24089.543317079544
162	0.9114907	0.2840342	1.0	0.0	0.8	0.4	1.0	0.0	23.281055	18.1	2429999	20.725126	8.263915	35.318356	-65.435	20.725157	8.2625885	38.56996	-60.995483	-1.6872792	1.4966476	19.593035	-12.540263	-20.86443	10.515151	24239.537034511566
163	0.8739903	0.33186027	1.0	0.0	0.8	0.4	1.0	0.0	24.240711	26.7	2444999	20.703428	8.20885	34.892117	-63.690674	20.703829	8.206305	37.176064	-57.985897	-1.7285751	1.4752979	11.440664	-13.629166	-20.845547	10.256382	24388.95839381218
164	0.86401325	0.34277448	1.0	0.0	0.9	0.29999998	1.0	0.0	24.877281	19.3	2459999	20.636396	8.210512	34.940525	-67.9029	20.63651	8.208313	37.355824	-52.50288	-1.7500147	1.4653789	9.62368	-12.892962	-20.780499	10.122943	24538.139581680298
165	0.8656958	0.34097886	1.0	0.0	1.0	0.0	1.0	1.0	24.252428	20.4	2474999	20.756643	8.259229	37.318165	-56.468643	20.756927	8.257512	35.915092	-51.729004	-1.739692	1.470522	11.108472	-12.54448	-20.911459	10.090635	24687.350214004517
166	0.8603896	0.34658235	1.0	0.0	0.8	0.4	1.0	0.0	24.368507	21.4	2489999	20.930887	8.391333	37.916496	-63.09987	20.931116	8.388799	35.80814	-52.71573	-1.7279034	1.4680452	11.924096	-12.825033	-21.09424	10.216356	24836.760536670685
167	0.88554215	0.31836653	1.0	0.0	0.8	0.4	1.0	0.0	22.591867	18.3	2504999	21.724524	8.884807	39.970062	-65.3435	21.724777	8.882345	39.600067	-53.783417	-1.5733495	1.523582	17.650757	-13.555339	-21.920538	10.886445	24986.734489917755
168	0.8851675	0.31881973	1.0	0.0	0.7	0.45825756	1.0	0.0	23.926634	25.8	2519999	21.497229	8.701616	38.423595	-66.10205	21.497396	8.699082	39.08757	-60.895443	-1.693776	1.48466	10.744225	-15.423792	-21.652653	10.65529	25137.021919488907
169	0.88146913	0.32323572	1.0	0.0	0.7	0.45825756	1.0	0.0	25.035059	28.3	2534999	20.767282	8.295288	34.04989	-70.75026	20.767494	8.294224	35.24082	-64.772865	-1.770927	1.4550833	9.718864	-13.041106	-20.92266	9.849564	25287.15118408203
170	0.88907015	0.31404525	1.0	0.0	1.0	0.0	1.0	1.0	24.427406	18.9	2549999	20.891582	8.357189	34.480034	-74.28282	20.89177	8.355174	35.537674	-67.81985	-1.7608054	1.4488431	9.826765	-13.767343	-21.05394	9.896402	25437.308930397034
171	0.8924559	0.3098038	1.0	0.0	0.8	0.4	1.0	0.0	24.120386	21.1	2564999	20.99982	8.445228	34.853508	-66.63392	20.999979	8.4430065	36.003956	-61.580414	-1.7376072	1.4588482	10.805201	-12.827272	-21.163254	10.0146475	25586.487679243088
172	0.88338655	0.32095906	1.0	0.0	0.9	0.29999998	1.0	0.0	23.942492	21.2	2579999	20.925217	8.4919195	34.69998	-69.3772	20.925562	8.489275	34.48002	-69.75841	-1.7529824	1.4514053	8.878272	-12.622698	-21.092731	9.890177	25735.79107260704
173	0.88661414	0.31706384	1.0	0.0	0.8	0.4	1.0	0.0	23.614174	20.3	2594999	20.893703	8.4405775	34.39666	-71.74395	20.893751	8.437943	36.839832	-75.00641	-1.770344	1.44748	9.966981	-13.911899	-21.059977	9.658758	25885.062527418137
174	0.8704319	0.33582765	1.0	0.0	1.0	0.0	1.0	1.0	24.921926	13.2	2609999	20.879732	8.472307	35.574436	-92.38592	20.879848	8.471491	35.483032	-95.90128	-1.7628579	1.4502348	10.67233	-12.452774	-21.045408	9.720365	26034.159444332123
175	0.8980892	0.302531	1.0	0.0	1.0	0.0	1.0	1.0	23.915606	14.8	2624999	20.855494	8.497105	34.467445	-99.8007	20.85547	8.495928	34.871773	-104.395615	-1.765126	1.4498432	10.188814	-12.670507	-21.022394	9.749812	26183.501236200333
176	0.881877	0.32275367	1.0	0.0	1.0	0.0	1.0	1.0	24.236246	16.9	2639999	20.940664	8.538681	35.00797	-101.16896	20.940727	8.536991	35.23353	-106.78026	-1.7657135	1.4441743	11.200895	-13.80868	-21.110098	9.800401	26332.671218156815
177	0.88031495	0.32459286	1.0	0.0	0.9	0.29999998	1.0	0.0	23.659843	17.5	2654999	21.023237	8.600936	34.471363	-102.40758	21.02315	8.598243	36.574497	-109.75866	-1.7326739	1.4550956	10.993521	-12.316293	-21.197538	9.960197	26481.769547700882
178	0.8643791	0.3423856	1.0	0.0	1.0	0.0	1.0	1.0	24.495098	14.9	2669999	21.031185	8.626518	36.963856	-104.831566	21.031202	8.623909	35.905777	-110.11596	-1.7265849	1.4630548	10.578997	-13.143695	-21.207926	9.904148	26630.851443052292
179	0.848537	0.3584996	1.0	0.0	1.0	0.0	1.0	1.0	25.762478	14.6	2684999	21.214111	8.704154	35.42028	-109.191795	21.214016	8.702058	36.089256	-123.16246	-1.6975036	1.4749835	11.905434	-14.576376	-21.388155	10.127385	26779.864896297455
180	0.88535035	0.3185987	1.0	0.0	0.9	0.29999998	1.0	0.0	23.914013	17.2	2699999	21.038317	8.590449	35.714794	-102.70387	21.038559	8.587626	35.826897	-115.218575	-1.7268362	1.4682376	12.800171	-12.980444	-21.210667	9.87726	26929.218019247055
181	0.87070376	0.3355275	1.0	0.0	0.9	0.29999998	1.0	0.0	24.584288	18.5	2714999	20.95793	8.640452	35.60238	-108.35409	20.958082	8.639023	34.972775	-118.81331	-1.7604588	1.4426913	12.388197	-12.724931	-21.12827	9.788939	27078.321253299713
182	0.8752053	0.33048606	1.0	0.0	1.0	0.0	1.0	1.0	24.55665	9.1	2729999	20.896912	8.532854	38.27506	-85.425835	20.897146	8.531158	36.893	-97.47724	-1.7865134	1.4406419	10.217013	-13.637696	-21.06707	9.561041	27227.599845409393
183	0.8469388	0.3600465	1.0	0.0	0.8	0.4	1.0	0.0	25.583334	22.1	2744999	20.935495	8.548199	36.396408	-81.1998	20.935625	8.545702	36.131565	-83.5019	-1.7902097	1.4456066	11.336752	-13.181932	-21.108854	9.522271	27377.91347503662
184	0.86698717	0.33958858	1.0	0.0	0.8	0.4	1.0	0.0	24.03686	22.0	2759999	21.025995	8.553818	35.140335	-80.94576	21.026075	8.550452	34.139053	-83.99992	-1.7851981	1.4444454	10.894643	-14.19574	-21.197945	9.492165	27528.42212152481
185	0.86327505	0.34355673	1.0	0.0	0.9	0.29999998	1.0	0.0	23.848967	18.3	2774999	21.051744	8.572635	37.803173	-77.67955	21.051779	8.570462	37.704655	-76.264366	-1.7986401	1.4312551	14.6157675	-13.237198	-21.22156	9.445306	27678.592580795288
186	0.8605769	0.34638748	1.0	0.0	0.9	0.29999998	1.0	0.0	24.03686	18.1	2789999	20.968792	8.530621	35.981895	-71.89357	20.96886	8.527894	36.465233	-73.67882	-1.817239	1.4241078	8.51443	-13.145982	-21.137009	9.292216	27829.135106801987
187	0.8528926	0.354213	1.0	0.0	0.6	0.48989794	1.0	0.0	24.780165	26.5	2804999	21.063763	8.57675	35.69642	-66.36604	21.064035	8.573947	35.63834	-71.452736	-1.8066489	1.4344379	10.443184	-12.450196	-21.23797	9.320416	27979.424921274185
