epoch	test_success_rate	ep_return	test_ep_return	ep_length	test_ep_length	total_timesteps	loss_pi	loss_q	time_elapsed	iteration_time
38	0.0	-1.0	-1.0	100.0	100.0	37999	-4.6283426	0.094038874	2624.58881903	0.046552777
39	0.0	-1.0	-1.0	100.0	100.0	38999	-4.2507544	0.08839285	2692.3634901	0.04486548
40	0.0	-0.82000005	-1.0	91.181816	100.0	39999	-3.8892367	0.07204463	2760.60328603	0.044396505
41	0.0	-0.99700004	-1.0	99.7	100.0	40999	-3.5407157	0.061250903	2832.97334003	0.047257088
42	0.0	-1.0	-1.0	100.0	100.0	41999	-3.2293296	0.051401176	2902.49427295	0.04546061
43	0.0	-1.0	-1.0	100.0	100.0	42999	-2.96704	0.044695098	2971.06559896	0.04464476
44	0.0	-1.0	-1.0	100.0	100.0	43999	-2.7630367	0.038786307	3038.05214	0.04431972
45	0.0	-1.0	-1.0	100.0	100.0	44999	-2.5193946	0.030371146	3105.050843	0.044117667
46	0.0	-0.8218182	-1.0	91.36364	100.0	45999	-2.270416	0.028389798	3171.55385709	0.043953873
47	0.2	-0.7331429	-0.62299997	31.171429	23.1	46999	-2.0970943	0.028156022	3221.53671598	0.04453351
48	0.0	-1.0061538	-1.0	70.15385	100.0	47999	-1.9995049	0.028473103	3293.60673404	0.046504457
49	0.0	-1.0733334	-1.0	90.833336	100.0	48999	-1.9476403	0.025477972	3369.90662694	0.04786457
50	0.0	-0.90200007	-1.0	90.2	100.0	49999	-1.7651421	0.019007321	3443.35889196	0.04651873
51	0.0	-1.0	-1.0	100.0	100.0	50999	-1.5448538	0.015334687	3514.47254992	0.047010683
52	0.0	-1.0400001	-1.0	95.0	100.0	51999	-1.3029553	0.012856407	3588.47255492	0.047276583
53	0.0	-0.95500004	-1.0	95.5	100.0	52999	-1.073306	0.010141287	3658.36710596	0.04673178
54	0.0	-1.0	-1.0	100.0	100.0	53999	-0.88301134	0.008488253	3730.46264601	0.04726215
55	0.0	-1.0	-1.0	100.0	100.0	54999	-0.7275642	0.007246728	3798.24693394	0.044844385
56	0.0	-1.0	-1.0	100.0	100.0	55999	-0.5818096	0.008088917	3872.12926602	0.046171356
57	0.0	-0.92486477	-1.036	28.378378	14.5	56999	-0.47905365	0.008754885	3922.7829051	0.04711895
58	0.0	-1.0342106	-1.0	51.31579	100.0	57999	-0.43049243	0.0105386255	3990.74356294	0.045440633
59	0.0	-0.9953333	-1.0	66.53333	100.0	58999	-0.45389107	0.010243067	4065.65830588	0.046166886
60	0.2	-0.45125	-0.63100004	19.178572	4.1	59999	-0.47253716	0.010248383	4112.53742695	0.04569312
61	0.3	-0.41483864	-0.429	5.370968	3.9	60999	-0.46014252	0.013349212	4162.10290098	0.04840521
62	0.0	-0.55653846	-1.0	37.076923	100.0	61999	-0.46723354	0.014919617	4239.09153605	0.049596608
63	0.0	-1.0153844	-1.0	25.435898	100.0	62999	-0.48440215	0.014367505	4311.65607595	0.0477273
64	0.4	-0.6836364	-0.24199998	23.727272	5.2	63999	-0.46421355	0.014323563	4361.38333201	0.048069336
65	0.0	-0.4355384	-1.0	7.6	100.0	64999	-0.43661663	0.01587287	4440.08477092	0.050539885
66	0.0	-0.916	-1.0	91.6	100.0	65999	-0.4289715	0.015504413	4509.39724207	0.045492295
67	0.0	-1.0	-1.0	100.0	100.0	66999	-0.42211944	0.015460531	4577.49148798	0.044709884
68	0.0	-1.0	-1.081	100.0	88.3	67999	-0.4093341	0.0144717	4644.97221994	0.044807892
69	0.0	-1.1391667	-1.0	89.166664	100.0	68999	-0.40586305	0.014873978	4715.25598502	0.04606269
70	0.0	-0.6574193	-1.0	31.0	100.0	69999	-0.41956457	0.01649874	4783.53422403	0.04535327
71	0.0	-0.7927273	-1.0	88.454544	100.0	70999	-0.43775952	0.01965599	4852.27734494	0.04449134
72	0.0	-0.9175	-1.2959999	83.666664	30.6	71999	-0.46797368	0.015976345	4906.15433288	0.04578765
73	0.0	-1.098125	-1.0	66.625	100.0	72999	-0.49026662	0.015524945	4974.77740002	0.046082184
74	0.0	-0.64384615	-1.0309999	72.30769	4.1	73999	-0.5095819	0.014965584	5022.08616805	0.046096656
75	0.4	-0.38606057	-0.22599998	30.272728	13.5	74999	-0.56821203	0.017851476	5074.937536	0.049189087
76	0.1	-0.71	-0.80599993	59.705883	80.8	75999	-0.70749503	0.018602602	5152.4497149	0.05094269
77	0.4	-0.5971429	-0.22999997	21.77551	4.0	76999	-0.8406306	0.020135872	5201.962363	0.048195083
78	0.0	-0.787353	-1.0	29.470589	100.0	77999	-0.8906932	0.019791957	5271.13681006	0.04447178
79	0.0	-0.903	-1.0	90.3	100.0	78999	-0.88495374	0.018689642	5338.5785141	0.042745497
80	0.0	-1.0654546	-1.04	97.545456	84.2	79999	-0.80335313	0.016309371	5403.26827693	0.043157686
81	0.0	-0.94909096	-1.0	85.90909	100.0	80999	-0.6717399	0.015761282	5472.337538	0.04519835
82	0.0	-0.982	-1.0	98.2	100.0	81999	-0.55541575	0.014870142	5539.91407394	0.04248465
83	0.0	-0.9036364	-1.0	99.545456	100.0	82999	-0.5334292	0.017287955	5614.94293594	0.042869423
84	0.0	-0.90500003	-1.0	90.5	100.0	83999	-0.6974105	0.020829711	5695.41876292	0.049726043
85	0.0	-1.0	-1.0	100.0	100.0	84999	-0.9270164	0.021876786	5779.63047099	0.05038592
86	0.1	-1.0	-0.805	100.0	90.6	85999	-1.0547118	0.021389015	5861.26448393	0.05099942
87	0.0	-0.8209091	-1.0	91.27273	100.0	86999	-1.1041028	0.020151557	5946.79675007	0.05141324
88	0.0	-0.54230773	-1.0	77.53846	100.0	87999	-1.094287	0.018686833	6019.32494807	0.048205003
89	0.0	-0.98800004	-1.0	98.8	100.0	88999	-1.0576539	0.015801242	6086.11329198	0.04263756
90	0.0	-1.0545455	-1.0	96.454544	100.0	89999	-0.9956532	0.014853873	6155.04332209	0.04311922
91	0.0	-0.78909093	-1.0	88.09091	100.0	90999	-0.8734058	0.013871734	6228.14071298	0.045531806
92	0.0	-0.96999997	-1.0	97.0	100.0	91999	-0.7412555	0.01255911	6297.79614496	0.04434986
93	0.0	-1.0	-1.0	100.0	100.0	92999	-0.62277275	0.011330352	6380.28496194	0.046232898
94	0.0	-1.0	-1.0	100.0	100.0	93999	-0.53989404	0.011962484	6468.10469389	0.052298103
95	0.0	-1.0	-1.0	100.0	100.0	94999	-0.48407435	0.0119974	6551.54763198	0.052053116
96	0.0	-1.0	-1.0	100.0	100.0	95999	-0.45188272	0.011697796	6630.63832092	0.046297807
97	0.0	-1.0	-1.0	100.0	100.0	96999	-0.42587194	0.01181276	6709.27856088	0.04745129
98	0.0	-1.0	-1.0	100.0	100.0	97999	-0.41795522	0.011027063	6794.31123209	0.050754033
99	0.0	-1.0	-1.0	100.0	100.0	98999	-0.41899517	0.010769202	6878.6922729	0.049151033
100	0.0	-1.0	-1.0	100.0	100.0	99999	-0.41265222	0.011102667	6965.47585797	0.052283082
101	0.2	-0.83916664	-0.61399996	84.083336	51.9	100999	-0.39454603	0.010018829	7033.80478191	0.051002387
102	0.1	-0.6374468	-0.803	22.042553	90.4	101999	-0.3678141	0.010266843	7106.13636994	0.047929924
103	0.1	-0.22357142	-0.807	23.214285	80.9	102999	-0.3267851	0.010725099	7172.789783	0.04664289
104	0.3	-0.56714284	-0.41499996	71.28571	61.9	103999	-0.3049397	0.010669787	7234.03216791	0.044526327
105	0.4	-0.2833333	-0.23699996	56.61111	4.7	104999	-0.30909622	0.011655363	7281.19248009	0.04563845
106	0.0	-0.62096775	-1.0	33.80645	100.0	105999	-0.33587006	0.012523416	7361.15402603	0.047500983
107	0.0	-0.91499996	-1.0	91.5	100.0	106999	-0.35548097	0.012240068	7442.93314004	0.050624024
108	0.0	-1.0	-1.0	100.0	100.0	107999	-0.34546563	0.011662108	7525.21526194	0.049663123
109	0.0	-0.88272727	-1.0	97.454544	100.0	108999	-0.33886522	0.011816474	7593.85795188	0.04481673
110	0.1	-0.928	-0.804	92.8	90.5	109999	-0.3346632	0.011855746	7656.41192508	0.041081987
111	0.0	-0.9018182	-1.0	99.36364	100.0	110999	-0.39124846	0.013216339	7723.63907599	0.041804925
112	0.1	-0.9741667	-1.075	80.916664	87.9	111999	-0.5224042	0.015225017	7792.79120088	0.04527723
113	0.0	-1.0281818	-1.0	94.0	100.0	112999	-0.59016794	0.01662951	7862.05714107	0.043833785
114	0.0	-0.90200007	-1.0	90.2	100.0	113999	-0.61649	0.015804553	7937.33673	0.04486228
115	0.1	-1.0	-0.804	100.0	90.5	114999	-0.6179869	0.015925588	8011.00763202	0.045502134
116	0.0	-1.0881819	-1.0	99.818184	100.0	115999	-0.60708594	0.015454451	8082.97478199	0.045729112
117	0.0	-0.3336956	-1.0	21.152174	100.0	116999	-0.60460514	0.016256187	8164.75940299	0.04795626
118	0.0	-0.929	-1.0	92.9	100.0	117999	-0.61359006	0.014588825	8247.13603091	0.05153174
119	0.4	-0.39171425	-0.22699997	31.314285	3.7	118999	-0.6076116	0.01329644	8296.32742405	0.04797722
120	0.0	-0.13416664	-1.0	25.305555	100.0	119999	-0.5720791	0.014700527	8368.44935298	0.04548999
121	0.7	-0.2552857	0.37500003	14.985714	3.5	120999	-0.5403546	0.014020875	8416.33124995	0.04671801
122	0.3	-0.41017237	-0.417	17.741379	52.2	121999	-0.4949574	0.014449995	8477.15686488	0.046615183
123	0.6	-0.31142855	0.14199999	35.392857	46.4	122999	-0.4313571	0.012984945	8539.76596689	0.04848293
124	0.5	-0.07681818	-0.20499997	44.68182	21.5	123999	-0.38809925	0.013268764	8593.10700393	0.04732886
125	0.4	-0.54583335	-0.23500001	79.833336	54.0	124999	-0.35498926	0.012838575	8655.482728	0.046594974
126	0.4	-0.271875	-0.326	65.1875	53.2	125999	-0.32868415	0.012645878	8716.14425707	0.04592601
127	0.5	-0.022272713	-0.21300001	43.909092	71.8	126999	-0.30231872	0.012539221	8781.9308219	0.04564498
128	0.0	-0.24000002	-1.0059999	74.5	90.7	127999	-0.30083764	0.014448429	8854.36388206	0.0464878
129	0.0	-0.5475	-1.0	80.166664	100.0	128999	-0.34563842	0.015619011	8932.44660401	0.047520317
130	0.0	-0.96900004	-1.0	96.9	100.0	129999	-0.40910265	0.016342996	9007.1450541	0.04626688
131	0.0	-1.0	-1.0	100.0	100.0	130999	-0.48898536	0.017931402	9074.19997811	0.043112464
132	0.0	-1.0	-1.0	100.0	100.0	131999	-0.5702323	0.019904712	9141.17501593	0.041888688
133	0.0	-1.0	-1.0	100.0	100.0	132999	-0.66336256	0.019848406	9214.97807503	0.043623626
134	0.3	-0.67499995	-0.46700007	84.333336	7.7	133999	-0.7158867	0.02007959	9264.00566411	0.046472266
135	0.1	-0.7483333	-0.804	83.416664	90.5	134999	-0.7644369	0.021638334	9341.2166059	0.04777976
136	0.0	-0.71727276	-1.0	90.09091	100.0	135999	-0.8170532	0.022342796	9423.66404796	0.049524307
137	0.0	-0.996	-1.0	99.6	100.0	136999	-0.86103976	0.025724899	9497.16651106	0.048530847
138	0.2	-0.54923075	-0.69	78.23077	89.2	137999	-0.8999721	0.023284378	9561.39900804	0.04201754
139	0.1	-0.6583333	-0.80599993	82.666664	90.7	138999	-0.9197941	0.021885816	9627.06847906	0.042744737
140	0.4	-0.53999996	-0.23099998	77.30769	14.0	139999	-0.8969654	0.020324713	9675.99580908	0.044946678
141	0.0	-0.27260864	-1.0	45.260868	100.0	140999	-0.8599405	0.016521988	9747.60909796	0.045787472
142	0.2	-0.95363635	-0.62099993	86.36364	32.8	141999	-0.8054276	0.016480293	9801.78740406	0.045247834
143	0.1	-0.31405795	-0.82299995	14.913043	33.0	142999	-0.7601547	0.015971592	9856.51977611	0.045787856
144	0.0	-0.5852941	-1.0	59.0	100.0	143999	-0.71545196	0.016365796	9938.13657594	0.05018765
145	0.1	-0.7872727	-0.803	87.90909	90.4	144999	-0.6922143	0.017509904	10019.525564	0.05095031
146	0.0	-0.6775	-1.0	84.583336	100.0	145999	-0.6987976	0.018541431	10099.063194	0.048073843
147	0.0	-0.98099995	-1.0	98.1	100.0	146999	-0.7027191	0.020571746	10175.830272	0.046847023
148	0.0	-1.0	-1.0	100.0	100.0	147999	-0.71386325	0.023860542	10256.5638621	0.046714928
149	0.0	-1.0	-1.0	100.0	100.0	148999	-0.79292715	0.027854094	10340.793725	0.050369736
150	0.4	-0.33804876	-0.22599998	24.829268	3.6	149999	-0.9659051	0.033298872	10392.7301829	0.050702117
151	0.2	-0.45354825	-0.633	10.806452	4.3	150999	-1.1451924	0.04153968	10444.375211	0.050221268
152	0.6	-0.4157143	0.17300002	35.142857	3.7	151999	-1.1849654	0.036365807	10494.4753931	0.048809715
153	0.0	-0.63703704	-1.0	38.48148	100.0	152999	-1.1325274	0.028578456	10571.457994	0.04767634
154	0.0	-0.954	-1.0	95.4	100.0	153999	-1.0498302	0.026181389	10645.787055	0.045718733
155	0.0	-1.0	-1.0	100.0	100.0	154999	-0.9856549	0.022915764	10719.802424	0.04595234
156	0.0	-1.0	-1.0	100.0	100.0	155999	-0.94074476	0.021675007	10793.592196	0.045786813
157	0.0	-1.0	-1.0	100.0	100.0	156999	-0.9273474	0.022350537	10868.181298	0.046669822
158	0.0	-1.0	-1.0	100.0	100.0	157999	-0.9762728	0.025285617	10947.473006	0.048171204
159	0.0	-1.0	-1.004	100.0	90.5	158999	-0.97671187	0.021207232	11023.1617651	0.04719677
160	0.2	-1.0	-0.60599995	100.0	80.8	159999	-0.9544116	0.019485317	11094.368928	0.047184475
161	0.0	-0.899	-1.0	100.0	100.0	160999	-0.89025277	0.017792953	11178.724339	0.05032123
162	0.0	-0.8527273	-1.0	94.454544	100.0	161999	-0.81511194	0.01613792	11255.37502	0.047501694
163	0.0	-0.9610001	-1.0	96.1	100.0	162999	-0.7180706	0.013727671	11330.1406529	0.047076993
164	0.0	-1.0	-1.0	100.0	100.0	163999	-0.60568786	0.012544273	11401.9888101	0.04346071
165	0.0	-1.0	-1.0	100.0	100.0	164999	-0.5040659	0.012284652	11472.3800459	0.044420596
166	0.2	-0.9853334	-0.783	72.26667	58.9	165999	-0.44777218	0.011812334	11532.2498429	0.044119168
167	0.0	-0.6433334	-1.6240002	64.86667	73.3	166999	-0.4008714	0.012772825	11596.1455851	0.045526046
168	0.0	-0.75923073	-1.026	76.23077	92.7	167999	-0.3747254	0.012418525	11662.6622641	0.042899765
169	0.0	-1.051	-1.0	95.2	100.0	168999	-0.3583218	0.011756955	11728.123426	0.041975316
170	0.0	-1.1036363	-1.0	92.36364	100.0	169999	-0.35269544	0.014436042	11796.369688	0.042566642
171	0.0	-0.87950003	-1.0	53.5	100.0	170999	-0.33572182	0.013274138	11867.509928	0.0449686
172	0.0	-0.805	-1.0	80.666664	100.0	171999	-0.30439776	0.0134870075	11936.4910491	0.043485582
173	0.0	-0.946	-1.187	94.6	98.9	172999	-0.28060734	0.013162398	12005.52162	0.043409485
174	0.2	-1.0890908	-0.783	99.90909	98.5	173999	-0.26597795	0.013705435	12071.5094199	0.042100012
175	0.0	-0.96999997	-1.0	80.5	100.0	174999	-0.2567633	0.012952019	12139.2267189	0.04268436
176	0.0	-0.93500006	-1.0	93.5	100.0	175999	-0.24620737	0.012024784	12205.4811289	0.04202207
177	0.0	-1.0	-1.0	100.0	100.0	176999	-0.23530161	0.012312572	12272.1201229	0.041930743
178	0.0	-1.0	-1.0	100.0	100.0	177999	-0.231401	0.011931586	12339.0836699	0.042034157
179	0.0	-1.0	-1.0	100.0	100.0	178999	-0.23409474	0.011784839	12412.230154	0.044263147
180	0.2	-0.6716666	-0.66499996	84.0	86.7	179999	-0.2436547	0.01186249	12475.916292	0.043029163
181	0.2	-0.25916666	-0.61899996	43.25	52.4	180999	-0.246436	0.011815118	12534.2431071	0.04391005
182	0.1	-0.8473333	-0.82299995	65.066666	33.0	181999	-0.25053775	0.011885758	12585.4996459	0.043120597
183	0.4	-0.48947364	-0.269	54.68421	67.3	182999	-0.2746759	0.012614868	12643.732398	0.04182418
184	0.2	-0.18999997	-0.696	46.81818	60.1	183999	-0.30645946	0.012665735	12702.1938219	0.042885706
185	0.0	-0.47538465	-1.0569999	70.84615	95.8	184999	-0.3294281	0.013684373	12768.6259129	0.042905908
186	0.0	-0.89416665	-1.0	89.583336	100.0	185999	-0.36029926	0.014264515	12838.837254	0.04416636
187	0.0	-0.913	-1.0	91.3	100.0	186999	-0.3971958	0.013620199	12906.0578721	0.04290136
188	0.4	-0.7322222	-0.215	57.055557	61.9	187999	-0.43142572	0.01421724	12964.7367339	0.04333584
189	0.0	-0.46318176	-1.0	22.15909	100.0	188999	-0.46941972	0.016466646	13039.068094	0.044385143
190	0.0	-0.99799997	-1.0	99.8	100.0	189999	-0.5014687	0.016095739	13114.549247	0.04624218
191	0.0	-1.0	-1.0	100.0	100.0	190999	-0.47913346	0.0136625	13201.2212861	0.049898222
192	0.0	-1.0	-1.0	100.0	100.0	191999	-0.44863373	0.013421616	13272.9194851	0.046491966
193	0.0	-1.0	-1.0	100.0	100.0	192999	-0.4141078	0.013497089	13341.0864959	0.042688332
194	0.0	-1.0	-1.0	100.0	100.0	193999	-0.38723204	0.013591546	13413.120676	0.043887764
195	0.0	-1.0	-1.0	100.0	100.0	194999	-0.3626648	0.012958681	13480.0331841	0.042985335
196	0.0	-0.9054546	-1.0	99.72727	100.0	195999	-0.34452382	0.012299539	13546.612992	0.0424882
197	0.0	-0.903	-1.0	90.3	100.0	196999	-0.31577528	0.01131101	13612.3136311	0.041734084
198	0.0	-1.0	-1.0	100.0	100.0	197999	-0.28133178	0.011242257	13678.0661221	0.04114605
199	0.0	-0.8463636	-1.0	93.818184	100.0	198999	-0.25431016	0.011101807	13742.9787841	0.04118436
200	0.0	-0.6475	-1.0	81.583336	100.0	199999	-0.22838558	0.0104984455	13808.3224919	0.041559152
201	0.5	-0.98899996	-0.015999984	98.9	52.1	200999	-0.21834005	0.010844227	13863.459543	0.042164948
202	0.5	-0.3192	-0.014999986	40.64	52.0	201999	-0.20986608	0.010766644	13919.282804	0.042800445
203	0.5	-0.5852631	-0.017999982	53.736843	32.5	202999	-0.19851507	0.010425495	13969.182003	0.041863672
204	0.3	-0.41789472	-0.409	52.842106	71.2	203999	-0.19112778	0.010617298	14029.41659	0.04248987
205	0.3	-0.161	-0.409	51.65	71.2	204999	-0.18096246	0.010816014	14089.198878	0.042412315
206	0.0	-0.38647056	-1.0179999	56.705883	52.3	205999	-0.16910245	0.009857116	14144.076962	0.041741803
207	0.0	-0.28954545	-1.0	47.68182	100.0	206999	-0.16742855	0.010124678	14211.884264	0.043193024
208	0.1	-0.40699995	-0.816	31.4	91.7	207999	-0.16228634	0.010546828	14277.7261701	0.043264143
209	0.0	-0.8942105	-1.0	53.05263	100.0	208999	-0.16783878	0.011314934	14344.8350389	0.042409793
210	0.0	-0.963	-1.0	96.3	100.0	209999	-0.16939098	0.01063595	14412.142983	0.042639833
211	0.0	-0.8209091	-1.0	91.27273	100.0	210999	-0.17753163	0.011292249	14478.902812	0.042190008
212	0.0	-0.996	-1.0	99.6	100.0	211999	-0.18884765	0.011447451	14546.77896	0.042490434
213	0.1	-1.0	-0.86800003	100.0	96.9	212999	-0.19755389	0.01123481	14611.805259	0.04142327
214	0.1	-1.0	-0.82600003	100.0	92.7	213999	-0.2065845	0.010684583	14675.694849	0.041692387
215	0.1	-0.9045454	-0.846	99.63636	94.7	214999	-0.20584252	0.010547609	14739.9988821	0.041830637
216	0.1	-0.904	-0.824	90.4	92.5	215999	-0.18611695	0.010315794	14804.9723711	0.04289844
217	0.3	-0.69846153	-0.42	77.76923	32.7	216999	-0.16698825	0.010243112	14855.5739081	0.042587876
218	0.2	-0.34088233	-0.641	31.882353	5.1	217999	-0.1507338	0.010310686	14901.2305901	0.044126954
219	0.5	-0.24179772	-0.02099998	10.505618	32.8	218999	-0.14983948	0.011157889	14956.6225269	0.046223186
220	0.5	-0.2710309	-0.027999973	10.515464	3.8	219999	-0.15740024	0.011961177	15004.743504	0.04689339
221	0.4	-0.18788886	-0.23099998	10.833333	4.1	220999	-0.1541283	0.012853343	15051.9698551	0.045923974
222	0.2	-0.1927659	-0.629	22.234043	13.8	221999	-0.16366136	0.013121343	15099.7876201	0.04430771
223	0.4	-0.13179484	-0.22299998	24.25641	33.0	222999	-0.1656239	0.012988067	15150.3993781	0.0425741
224	0.6	-0.13799998	0.17100003	42.4	33.6	223999	-0.16810714	0.013365092	15201.3280549	0.042615663
225	0.5	-0.113478236	-0.02099998	42.347828	42.7	224999	-0.17295471	0.016108062	15254.825773	0.04292233
226	0.1	-0.385625	-0.803	63.9375	90.4	225999	-0.19465293	0.017588608	15318.912899	0.041867312
227	0.0	-0.6478049	-1.106	24.170732	11.6	226999	-0.19462216	0.015842859	15367.6271091	0.04498336
228	0.1	-0.8405882	-0.87200004	20.235294	8.2	227999	-0.19187339	0.015884433	15419.778327	0.04949166
229	0.2	-0.7104348	-0.63899994	41.260868	14.8	228999	-0.18521042	0.016119096	15469.640835	0.045338675
230	0.2	-0.4695454	-0.60999995	47.590908	71.3	229999	-0.18872055	0.01551324	15532.8871269	0.045061912
231	0.8	-0.35166666	0.58300006	52.333332	22.5	230999	-0.21458232	0.016177982	15586.443053	0.047122054
232	0.5	-0.3775	-0.022999978	48.35	33.0	231999	-0.24987747	0.016692162	15637.374728	0.04291966
233	0.3	-0.20393938	-0.42	33.242424	42.6	232999	-0.29840717	0.017841317	15693.437547	0.04498472
234	0.3	-0.35	-0.422	39.791668	23.0	233999	-0.34530112	0.01951978	15745.3294311	0.044921417
235	0.2	-0.06489359	-0.6259999	22.212767	13.5	234999	-0.42159832	0.02213523	15794.203541	0.044790015
236	0.4	-0.23120481	-0.22999997	11.987952	4.0	235999	-0.50228196	0.02495496	15842.5170801	0.047017403
237	0.0	-0.38380638	-1.008	6.451613	81.0	236999	-0.5856076	0.029639004	15911.1299191	0.04753757
238	0.0	-0.95600003	-1.007	62.6	90.8	237999	-0.6399634	0.030018838	15982.998167	0.044566344
239	0.0	-1.069	-1.0	97.0	100.0	238999	-0.6648837	0.029163865	16060.9841211	0.04644242
240	0.0	-0.99899995	-1.0	99.9	100.0	239999	-0.68214643	0.029267391	16138.3892789	0.04722338
241	0.0	-1.0309091	-1.0	94.09091	100.0	240999	-0.66534287	0.027910931	16217.178565	0.047380004
242	0.0	-0.965	-1.008	96.5	90.9	241999	-0.6742004	0.02858003	16291.1434219	0.04664823
243	0.1	-1.0	-0.807	100.0	90.8	242999	-0.71076465	0.029347995	16359.2180059	0.04449676
244	0.2	-1.0545455	-0.66800004	96.454544	87.0	243999	-0.76719314	0.030664211	16432.824944	0.04429202
245	0.0	-0.8290909	-1.0	92.09091	100.0	244999	-0.8453133	0.035493974	16517.4328611	0.050622333
246	0.0	-0.93727267	-1.0	84.72727	100.0	245999	-0.9392721	0.042869892	16602.739641	0.051434245
247	0.0	-0.9940001	-1.0	99.4	100.0	246999	-1.0834056	0.050466157	16679.284574	0.050861593
248	0.0	-1.0	-1.005	100.0	90.6	247999	-1.259054	0.057757784	16747.3503971	0.04456157
249	0.0	-1.0	-1.01	100.0	91.1	248999	-1.4611958	0.06773739	16814.070466	0.043262605
250	0.2	-1.0	-0.606	100.0	80.8	249999	-1.641633	0.07601166	16878.5957921	0.04271316
251	0.0	-1.0	-1.008	100.0	81.0	250999	-1.8399699	0.08408139	16941.6954479	0.04282982
252	0.0	-0.87	-1.0	73.0	100.0	251999	-1.9964672	0.08826468	17009.8188	0.04333532
253	0.0	-0.98454547	-1.007	89.454544	90.8	252999	-2.05101	0.08452555	17075.2607479	0.042666703
